Facility,Description,Result,Minutes_elapsed,Time_stamp
Kitchen,Cat,0,23,2019-01-16 13:19:02
Abuelita's Studio,Dog,0,27,2019-01-16 13:19:02
Kitchen,Cat,8,88,2019-01-16 13:19:02
Coat Room,Mariposa,8,15,2019-01-16 13:19:02
Dog House,Mule,8,80,2019-01-16 13:19:02
Kitchen,Iguana,0,75,2019-01-16 13:19:02
Abuelita's Studio,Mule,8,84,2019-01-16 13:19:02
Dining Room,Chupacabra,8,26,2019-01-16 13:19:02
Dining Room,Iguana,8,48,2019-01-16 13:19:02
Kitchen,Culebra,8,51,2019-01-16 13:19:02
Den,Iguana,0,24,2019-01-16 13:19:02
Tree House,Dog,0,21,2019-01-16 13:19:02
Abuelita's Studio,Cat,0,19,2019-01-16 13:19:02
Club House,Rana,8,84,2019-01-16 13:19:02
Tree House,Aardvark,0,16,2019-01-16 13:19:02
Tree House,Chupacabra,0,59,2019-01-16 13:19:02
Patio,Iguana,0,77,2019-01-16 13:19:02
Dining Room,Tiburon,0,34,2019-01-16 13:19:02
Kitchen,Mariposa,0,42,2019-01-16 13:19:02
Tree House,Pig,0,96,2019-01-16 13:19:02
Club House,Culebra,8,70,2019-01-16 13:19:02
Patio,Horse,8,40,2019-01-16 13:19:02
Room,Horse,8,90,2019-01-16 13:19:02
Dining Room,Weasle,0,61,2019-01-16 13:19:02
Club House,Tiburon,8,79,2019-01-16 13:19:02
Tree House,Culebra,0,20,2019-01-16 13:19:02
Patio,Weasle,0,84,2019-01-16 13:19:02
Coat Room,Mariposa,0,36,2019-01-16 13:19:02
Room,Mule,8,39,2019-01-16 13:19:02
Abuelita's Studio,Cat,0,59,2019-01-16 13:19:02
Home Gym,Iguana,0,46,2019-01-16 13:19:02
Coat Room,Horse,0,86,2019-01-16 13:19:02
Room,Aardvark,0,91,2019-01-16 13:19:02
Patio,Mule,0,1,2019-01-16 13:19:02
Club House,Mule,0,95,2019-01-16 13:19:02
Closet,Tiburon,0,3,2019-01-16 13:19:02
Home Gym,Rana,8,70,2019-01-16 13:19:02
Avery,Weasle,0,93,2019-01-16 13:19:02
Dining Room,Rana,0,3,2019-01-16 13:19:02
Club House,Iguana,0,63,2019-01-16 13:19:02
Kitchen,Culebra,8,30,2019-01-16 13:19:02
Den,Mule,0,71,2019-01-16 13:19:02
Home Gym,Iguana,0,80,2019-01-16 13:19:02
Tree House,Aardvark,8,62,2019-01-16 13:19:02
Shower,Dog,8,48,2019-01-16 13:19:02
Shower,Mule,0,20,2019-01-16 13:19:02
Club House,Horse,8,19,2019-01-16 13:19:02
Coat Room,Culebra,8,79,2019-01-16 13:19:02
Club House,Pig,0,76,2019-01-16 13:19:02
Coat Room,Aardvark,0,26,2019-01-16 13:19:02
Home Gym,Cat,0,64,2019-01-16 13:19:02
Home Gym,Iguana,0,30,2019-01-16 13:19:02
Patio,Dog,0,40,2019-01-16 13:19:02
Dog House,Horse,0,61,2019-01-16 13:19:02
Sauna,Aardvark,8,14,2019-01-16 13:19:02
Kitchen,Chupacabra,0,84,2019-01-16 13:19:02
Kitchen,Mule,8,90,2019-01-16 13:19:02
Coat Room,Pig,8,97,2019-01-16 13:19:02
Patio,Rana,0,21,2019-01-16 13:19:02
Den,Dog,0,39,2019-01-16 13:19:02
Shower,Mariposa,8,72,2019-01-16 13:19:02
Home Gym,Rana,0,94,2019-01-16 13:19:02
Patio,Cat,8,24,2019-01-16 13:19:02
Sauna,Horse,8,73,2019-01-16 13:19:02
Shower,Tiburon,8,12,2019-01-16 13:19:02
Room,Pig,8,25,2019-01-16 13:19:02
Room,Dog,8,62,2019-01-16 13:19:02
Abuelita's Studio,Iguana,0,37,2019-01-16 13:19:02
Kitchen,Dog,8,76,2019-01-16 13:19:02
Room,Tiburon,0,65,2019-01-16 13:19:02
Avery,Pig,0,65,2019-01-16 13:19:02
Coat Room,Pig,8,17,2019-01-16 13:19:02
Sauna,Weasle,8,19,2019-01-16 13:19:02
Patio,Horse,8,72,2019-01-16 13:19:02
Abuelita's Studio,Aardvark,0,27,2019-01-16 13:19:02
Room,Rana,0,98,2019-01-16 13:19:02
Home Gym,Tiburon,0,28,2019-01-16 13:19:02
Dining Room,Mule,0,52,2019-01-16 13:19:02
Closet,Mariposa,0,77,2019-01-16 13:19:02
Patio,Pig,0,10,2019-01-16 13:19:02
Dining Room,Weasle,0,67,2019-01-16 13:19:02
Home Gym,Mariposa,8,58,2019-01-16 13:19:02
Club House,Cat,0,36,2019-01-16 13:19:02
Patio,Aardvark,8,65,2019-01-16 13:19:02
Dining Room,Iguana,8,6,2019-01-16 13:19:02
Coat Room,Horse,0,65,2019-01-16 13:19:02
Home Gym,Weasle,8,9,2019-01-16 13:19:02
Patio,Mule,8,58,2019-01-16 13:19:02
Home Gym,Aardvark,8,30,2019-01-16 13:19:02
Shower,Aardvark,0,87,2019-01-16 13:19:02
Den,Tiburon,8,49,2019-01-16 13:19:02
Home Gym,Dog,8,67,2019-01-16 13:19:02
Room,Rana,8,74,2019-01-16 13:19:02
Room,Pig,0,11,2019-01-16 13:19:02
Avery,Culebra,8,56,2019-01-16 13:19:02
Closet,Rana,0,35,2019-01-16 13:19:02
Dining Room,Tiburon,0,99,2019-01-16 13:19:02
Den,Dog,0,4,2019-01-16 13:19:02
Dining Room,Rana,8,43,2019-01-16 13:19:02
Closet,Weasle,0,24,2019-01-16 13:19:02
Avery,Dog,8,84,2019-01-16 13:19:02
Abuelita's Studio,Pig,0,93,2019-01-16 13:19:02
Patio,Dog,8,83,2019-01-16 13:19:02
Kitchen,Mariposa,8,99,2019-01-16 13:19:02
Abuelita's Studio,Aardvark,8,31,2019-01-16 13:19:02
Dog House,Mariposa,8,83,2019-01-16 13:19:02
Avery,Mariposa,0,94,2019-01-16 13:19:02
Home Gym,Pig,0,62,2019-01-16 13:19:02
Dog House,Chupacabra,8,15,2019-01-16 13:19:02
Den,Horse,0,5,2019-01-16 13:19:02
Tree House,Pig,8,55,2019-01-16 13:19:02
Dog House,Mariposa,0,51,2019-01-16 13:19:02
Shower,Weasle,0,4,2019-01-16 13:19:02
Abuelita's Studio,Mule,0,4,2019-01-16 13:19:02
Home Gym,Mariposa,8,29,2019-01-16 13:19:02
Patio,Mule,0,58,2019-01-16 13:19:02
Patio,Pig,0,95,2019-01-16 13:19:02
Sauna,Pig,8,57,2019-01-16 13:19:02
Room,Chupacabra,0,87,2019-01-16 13:19:02
Patio,Dog,8,37,2019-01-16 13:19:02
Sauna,Rana,0,44,2019-01-16 13:19:02
Home Gym,Iguana,8,79,2019-01-16 13:19:02
Dog House,Mariposa,8,15,2019-01-16 13:19:02
Closet,Tiburon,8,46,2019-01-16 13:19:02
Kitchen,Dog,0,34,2019-01-16 13:19:02
Sauna,Dog,8,34,2019-01-16 13:19:02
Kitchen,Culebra,8,5,2019-01-16 13:19:02
Avery,Rana,0,18,2019-01-16 13:19:02
Kitchen,Aardvark,0,24,2019-01-16 13:19:02
Patio,Cat,8,87,2019-01-16 13:19:02
Den,Chupacabra,0,7,2019-01-16 13:19:02
Closet,Pig,8,57,2019-01-16 13:19:02
Abuelita's Studio,Cat,8,40,2019-01-16 13:19:02
Kitchen,Tiburon,0,64,2019-01-16 13:19:02
Avery,Weasle,0,75,2019-01-16 13:19:02
Room,Pig,0,23,2019-01-16 13:19:02
Avery,Mariposa,8,12,2019-01-16 13:19:02
Avery,Iguana,0,58,2019-01-16 13:19:02
Dog House,Iguana,0,16,2019-01-16 13:19:02
Dog House,Pig,8,27,2019-01-16 13:19:02
Avery,Tiburon,0,49,2019-01-16 13:19:02
Shower,Rana,8,38,2019-01-16 13:19:02
Closet,Tiburon,8,90,2019-01-16 13:19:02
Abuelita's Studio,Cat,8,55,2019-01-16 13:19:02
Avery,Chupacabra,0,97,2019-01-16 13:19:02
Dog House,Culebra,0,1,2019-01-16 13:19:02
Club House,Mariposa,8,62,2019-01-16 13:19:02
Avery,Iguana,8,57,2019-01-16 13:19:02
Patio,Mule,8,30,2019-01-16 13:19:02
Avery,Iguana,8,80,2019-01-16 13:19:02
Home Gym,Chupacabra,0,0,2019-01-16 13:19:02
Club House,Mule,0,39,2019-01-16 13:19:02
Tree House,Rana,0,55,2019-01-16 13:19:02
Dog House,Weasle,8,1,2019-01-16 13:19:02
Abuelita's Studio,Culebra,8,54,2019-01-16 13:19:02
Home Gym,Chupacabra,0,73,2019-01-16 13:19:02
Dining Room,Chupacabra,8,42,2019-01-16 13:19:02
Room,Aardvark,0,52,2019-01-16 13:19:02
Abuelita's Studio,Cat,8,30,2019-01-16 13:19:02
Dining Room,Weasle,0,47,2019-01-16 13:19:02
Sauna,Tiburon,8,39,2019-01-16 13:19:02
Dining Room,Culebra,0,18,2019-01-16 13:19:02
Shower,Chupacabra,8,84,2019-01-16 13:19:02
Club House,Mule,8,86,2019-01-16 13:19:02
Closet,Dog,0,68,2019-01-16 13:19:02
Shower,Pig,8,14,2019-01-16 13:19:02
Sauna,Horse,8,25,2019-01-16 13:19:02
Coat Room,Aardvark,0,23,2019-01-16 13:19:02
Room,Culebra,0,94,2019-01-16 13:19:02
Patio,Weasle,8,36,2019-01-16 13:19:02
Sauna,Mule,0,79,2019-01-16 13:19:02
Coat Room,Iguana,0,58,2019-01-16 13:19:02
Sauna,Aardvark,0,75,2019-01-16 13:19:02
Room,Mule,8,92,2019-01-16 13:19:02
Kitchen,Aardvark,8,63,2019-01-16 13:19:02
Dog House,Horse,0,17,2019-01-16 13:19:02
Coat Room,Horse,8,35,2019-01-16 13:19:02
Dining Room,Tiburon,8,41,2019-01-16 13:19:02
Sauna,Tiburon,8,86,2019-01-16 13:19:02
Shower,Mule,0,15,2019-01-16 13:19:02
Dining Room,Horse,8,3,2019-01-16 13:19:02
Closet,Rana,0,13,2019-01-16 13:19:02
Room,Rana,0,37,2019-01-16 13:19:02
Abuelita's Studio,Aardvark,8,59,2019-01-16 13:19:02
Shower,Chupacabra,8,59,2019-01-16 13:19:02
Den,Mariposa,0,74,2019-01-16 13:19:02
Closet,Aardvark,0,27,2019-01-16 13:19:02
Room,Aardvark,0,93,2019-01-16 13:19:02
Kitchen,Culebra,0,10,2019-01-16 13:19:02
Club House,Mariposa,0,17,2019-01-16 13:19:02
Club House,Cat,8,3,2019-01-16 13:19:02
Dog House,Mule,8,68,2019-01-16 13:19:02
Avery,Mariposa,0,38,2019-01-16 13:19:02
Coat Room,Cat,8,96,2019-01-16 13:19:02
Sauna,Horse,8,53,2019-01-16 13:19:02
Coat Room,Chupacabra,8,13,2019-01-16 13:19:02
Dog House,Mule,8,85,2019-01-16 13:19:02
Coat Room,Chupacabra,8,37,2019-01-16 13:19:02
Abuelita's Studio,Mariposa,8,93,2019-01-16 13:19:02
Room,Dog,0,73,2019-01-16 13:19:02
Sauna,Weasle,8,92,2019-01-16 13:19:02
Avery,Rana,0,24,2019-01-16 13:19:02
Dog House,Rana,0,34,2019-01-16 13:19:02
Room,Pig,8,33,2019-01-16 13:19:02
Room,Iguana,8,64,2019-01-16 13:19:02
Dog House,Weasle,0,32,2019-01-16 13:19:02
Sauna,Cat,8,64,2019-01-16 13:19:02
Sauna,Weasle,0,90,2019-01-16 13:19:02
Tree House,Horse,0,50,2019-01-16 13:19:02
Den,Culebra,0,6,2019-01-16 13:19:02
Den,Chupacabra,8,25,2019-01-16 13:19:02
Kitchen,Chupacabra,8,99,2019-01-16 13:19:02
