Facility,Description,Result,Minutes_elapsed,Time_stamp
Kitchen,Mule,8,17,2019-01-09 19:42:35
Abuelita's Studio,Weasle,0,45,2019-01-09 19:42:35
Patio,Horse,0,16,2019-01-09 19:42:35
Room,Culebra,8,64,2019-01-09 19:42:35
Closet,Horse,8,24,2019-01-09 19:42:35
Club House,Mule,8,16,2019-01-09 19:42:35
Patio,Tiburon,8,33,2019-01-09 19:42:35
Avery,Mariposa,8,87,2019-01-09 19:42:35
Club House,Culebra,0,26,2019-01-09 19:42:35
Closet,Dog,8,80,2019-01-09 19:42:35
Coat Room,Chupacabra,0,62,2019-01-09 19:42:35
Tree House,Iguana,8,76,2019-01-09 19:42:35
Dog House,Iguana,8,75,2019-01-09 19:42:35
Club House,Chupacabra,8,40,2019-01-09 19:42:35
Avery,Dog,0,15,2019-01-09 19:42:35
Sauna,Cat,0,7,2019-01-09 19:42:35
Coat Room,Culebra,0,4,2019-01-09 19:42:35
Coat Room,Horse,8,56,2019-01-09 19:42:35
Abuelita's Studio,Weasle,0,2,2019-01-09 19:42:35
Room,Chupacabra,0,20,2019-01-09 19:42:35
Shower,Culebra,0,91,2019-01-09 19:42:35
Kitchen,Tiburon,8,93,2019-01-09 19:42:35
Coat Room,Culebra,0,31,2019-01-09 19:42:35
Dog House,Chupacabra,8,52,2019-01-09 19:42:35
Kitchen,Chupacabra,0,33,2019-01-09 19:42:35
Abuelita's Studio,Tiburon,8,32,2019-01-09 19:42:35
Sauna,Iguana,8,7,2019-01-09 19:42:35
Tree House,Mule,8,5,2019-01-09 19:42:35
Kitchen,Weasle,0,27,2019-01-09 19:42:35
Sauna,Rana,0,80,2019-01-09 19:42:35
Abuelita's Studio,Rana,8,67,2019-01-09 19:42:35
Abuelita's Studio,Weasle,8,63,2019-01-09 19:42:35
Patio,Weasle,0,57,2019-01-09 19:42:35
Patio,Culebra,0,93,2019-01-09 19:42:35
Abuelita's Studio,Culebra,0,61,2019-01-09 19:42:35
Home Gym,Tiburon,0,62,2019-01-09 19:42:35
Coat Room,Aardvark,0,95,2019-01-09 19:42:35
Closet,Chupacabra,8,90,2019-01-09 19:42:35
Dining Room,Weasle,8,96,2019-01-09 19:42:35
Dog House,Tiburon,8,47,2019-01-09 19:42:35
Patio,Weasle,8,27,2019-01-09 19:42:35
Club House,Aardvark,8,2,2019-01-09 19:42:35
Shower,Culebra,0,66,2019-01-09 19:42:35
Dog House,Aardvark,0,12,2019-01-09 19:42:35
Coat Room,Iguana,0,96,2019-01-09 19:42:35
Home Gym,Mariposa,8,72,2019-01-09 19:42:35
Shower,Pig,8,19,2019-01-09 19:42:35
Shower,Aardvark,0,98,2019-01-09 19:42:35
Shower,Mariposa,8,94,2019-01-09 19:42:35
Club House,Pig,8,66,2019-01-09 19:42:35
Patio,Weasle,0,35,2019-01-09 19:42:35
Den,Pig,0,71,2019-01-09 19:42:35
Kitchen,Horse,0,2,2019-01-09 19:42:35
Club House,Culebra,0,12,2019-01-09 19:42:35
Tree House,Mule,0,58,2019-01-09 19:42:35
Kitchen,Iguana,0,12,2019-01-09 19:42:35
Tree House,Mule,0,9,2019-01-09 19:42:35
Dining Room,Mule,0,90,2019-01-09 19:42:35
Dog House,Rana,0,64,2019-01-09 19:42:35
Sauna,Rana,8,83,2019-01-09 19:42:35
Abuelita's Studio,Chupacabra,0,99,2019-01-09 19:42:35
Shower,Weasle,8,48,2019-01-09 19:42:35
Kitchen,Pig,0,91,2019-01-09 19:42:35
Coat Room,Culebra,8,73,2019-01-09 19:42:35
Dog House,Pig,0,35,2019-01-09 19:42:35
Club House,Aardvark,8,29,2019-01-09 19:42:35
Abuelita's Studio,Culebra,8,30,2019-01-09 19:42:35
Shower,Rana,8,80,2019-01-09 19:42:35
Avery,Aardvark,0,41,2019-01-09 19:42:35
Dog House,Horse,0,50,2019-01-09 19:42:35
Abuelita's Studio,Culebra,0,23,2019-01-09 19:42:35
Den,Dog,0,45,2019-01-09 19:42:35
Patio,Horse,8,67,2019-01-09 19:42:35
Tree House,Cat,8,69,2019-01-09 19:42:35
Shower,Mule,8,25,2019-01-09 19:42:35
Abuelita's Studio,Horse,0,88,2019-01-09 19:42:35
Patio,Weasle,8,64,2019-01-09 19:42:35
Dog House,Tiburon,0,72,2019-01-09 19:42:35
Kitchen,Culebra,8,56,2019-01-09 19:42:35
Closet,Chupacabra,0,83,2019-01-09 19:42:35
Club House,Horse,0,7,2019-01-09 19:42:35
Dining Room,Weasle,8,44,2019-01-09 19:42:35
Sauna,Culebra,0,65,2019-01-09 19:42:35
Patio,Cat,0,18,2019-01-09 19:42:35
Tree House,Chupacabra,0,82,2019-01-09 19:42:35
Closet,Chupacabra,8,27,2019-01-09 19:42:35
Closet,Mule,8,88,2019-01-09 19:42:35
Tree House,Mariposa,8,46,2019-01-09 19:42:35
Avery,Chupacabra,8,41,2019-01-09 19:42:35
Dining Room,Mariposa,0,82,2019-01-09 19:42:35
Den,Dog,0,51,2019-01-09 19:42:35
Dog House,Chupacabra,8,72,2019-01-09 19:42:35
Avery,Cat,8,10,2019-01-09 19:42:35
Dining Room,Aardvark,0,67,2019-01-09 19:42:35
Tree House,Tiburon,8,40,2019-01-09 19:42:35
Avery,Aardvark,8,94,2019-01-09 19:42:35
Home Gym,Horse,0,14,2019-01-09 19:42:35
Coat Room,Culebra,8,58,2019-01-09 19:42:35
Room,Iguana,0,34,2019-01-09 19:42:35
Room,Chupacabra,0,26,2019-01-09 19:42:35
Coat Room,Cat,8,77,2019-01-09 19:42:35
Dog House,Dog,0,17,2019-01-09 19:42:35
Kitchen,Aardvark,0,67,2019-01-09 19:42:35
Tree House,Tiburon,8,98,2019-01-09 19:42:35
Shower,Pig,0,68,2019-01-09 19:42:35
Shower,Weasle,8,69,2019-01-09 19:42:35
Room,Cat,8,73,2019-01-09 19:42:35
Closet,Horse,0,78,2019-01-09 19:42:35
Abuelita's Studio,Culebra,8,36,2019-01-09 19:42:35
Patio,Tiburon,8,64,2019-01-09 19:42:35
Coat Room,Iguana,0,5,2019-01-09 19:42:35
Patio,Mule,0,26,2019-01-09 19:42:35
Coat Room,Dog,0,30,2019-01-09 19:42:35
Abuelita's Studio,Tiburon,8,32,2019-01-09 19:42:35
Den,Pig,8,29,2019-01-09 19:42:35
Abuelita's Studio,Pig,0,67,2019-01-09 19:42:35
Room,Horse,8,96,2019-01-09 19:42:35
Dining Room,Dog,8,33,2019-01-09 19:42:35
Kitchen,Iguana,0,4,2019-01-09 19:42:35
Home Gym,Mariposa,0,42,2019-01-09 19:42:35
Dining Room,Mariposa,0,7,2019-01-09 19:42:35
Abuelita's Studio,Weasle,8,39,2019-01-09 19:42:35
Avery,Horse,0,73,2019-01-09 19:42:35
Coat Room,Mule,8,41,2019-01-09 19:42:35
Sauna,Cat,8,40,2019-01-09 19:42:35
Patio,Horse,0,81,2019-01-09 19:42:35
Home Gym,Aardvark,0,55,2019-01-09 19:42:35
Home Gym,Horse,8,15,2019-01-09 19:42:35
Room,Mule,0,58,2019-01-09 19:42:35
Tree House,Tiburon,8,76,2019-01-09 19:42:35
Avery,Mariposa,0,82,2019-01-09 19:42:35
Abuelita's Studio,Aardvark,8,59,2019-01-09 19:42:35
Sauna,Dog,0,92,2019-01-09 19:42:35
Dog House,Tiburon,8,50,2019-01-09 19:42:35
Kitchen,Weasle,0,34,2019-01-09 19:42:35
Club House,Weasle,0,75,2019-01-09 19:42:35
Club House,Chupacabra,0,75,2019-01-09 19:42:35
Shower,Mule,8,2,2019-01-09 19:42:35
Sauna,Mule,0,23,2019-01-09 19:42:35
Avery,Cat,8,73,2019-01-09 19:42:35
Sauna,Tiburon,8,47,2019-01-09 19:42:35
Avery,Aardvark,0,35,2019-01-09 19:42:35
Kitchen,Culebra,8,78,2019-01-09 19:42:35
Shower,Dog,0,79,2019-01-09 19:42:35
Dog House,Chupacabra,0,22,2019-01-09 19:42:35
Dog House,Pig,0,20,2019-01-09 19:42:35
Dining Room,Chupacabra,8,48,2019-01-09 19:42:35
Dog House,Iguana,8,17,2019-01-09 19:42:35
Abuelita's Studio,Mariposa,8,8,2019-01-09 19:42:35
Club House,Chupacabra,8,25,2019-01-09 19:42:35
Tree House,Mule,8,99,2019-01-09 19:42:35
Sauna,Dog,8,54,2019-01-09 19:42:35
Room,Chupacabra,0,95,2019-01-09 19:42:35
Club House,Pig,8,37,2019-01-09 19:42:35
Club House,Culebra,0,19,2019-01-09 19:42:35
Dining Room,Mule,8,74,2019-01-09 19:42:35
Coat Room,Rana,0,1,2019-01-09 19:42:35
Home Gym,Iguana,8,23,2019-01-09 19:42:35
Kitchen,Weasle,8,27,2019-01-09 19:42:35
Patio,Culebra,0,69,2019-01-09 19:42:35
Tree House,Cat,8,12,2019-01-09 19:42:35
Avery,Iguana,8,52,2019-01-09 19:42:35
Club House,Pig,8,26,2019-01-09 19:42:35
Room,Aardvark,8,61,2019-01-09 19:42:35
Home Gym,Rana,0,36,2019-01-09 19:42:35
Abuelita's Studio,Iguana,8,48,2019-01-09 19:42:35
Dog House,Dog,0,88,2019-01-09 19:42:35
Closet,Cat,8,54,2019-01-09 19:42:35
Avery,Rana,0,46,2019-01-09 19:42:35
Dining Room,Cat,0,31,2019-01-09 19:42:35
Avery,Cat,8,10,2019-01-09 19:42:35
Avery,Aardvark,8,95,2019-01-09 19:42:35
Room,Pig,0,25,2019-01-09 19:42:35
Sauna,Dog,0,72,2019-01-09 19:42:35
Avery,Chupacabra,0,11,2019-01-09 19:42:35
Dining Room,Iguana,8,58,2019-01-09 19:42:35
Shower,Dog,0,99,2019-01-09 19:42:35
Patio,Iguana,8,6,2019-01-09 19:42:35
Club House,Rana,8,5,2019-01-09 19:42:35
Club House,Horse,8,18,2019-01-09 19:42:35
Dog House,Dog,0,54,2019-01-09 19:42:35
Tree House,Chupacabra,0,76,2019-01-09 19:42:35
Closet,Mule,0,80,2019-01-09 19:42:35
Closet,Chupacabra,0,76,2019-01-09 19:42:35
Club House,Cat,8,45,2019-01-09 19:42:35
Dog House,Chupacabra,8,73,2019-01-09 19:42:35
Shower,Horse,0,41,2019-01-09 19:42:35
Closet,Pig,0,95,2019-01-09 19:42:35
Avery,Horse,0,13,2019-01-09 19:42:35
Room,Iguana,0,82,2019-01-09 19:42:35
Patio,Iguana,8,35,2019-01-09 19:42:35
Dining Room,Mule,8,89,2019-01-09 19:42:35
Sauna,Dog,8,25,2019-01-09 19:42:35
Dining Room,Weasle,0,8,2019-01-09 19:42:35
Shower,Dog,0,3,2019-01-09 19:42:35
Dining Room,Cat,0,27,2019-01-09 19:42:35
Home Gym,Mariposa,8,67,2019-01-09 19:42:35
Patio,Weasle,8,8,2019-01-09 19:42:35
Sauna,Mule,0,43,2019-01-09 19:42:35
Tree House,Mule,0,78,2019-01-09 19:42:35
Dog House,Pig,0,71,2019-01-09 19:42:35
Club House,Rana,0,62,2019-01-09 19:42:35
Shower,Aardvark,8,46,2019-01-09 19:42:35
Room,Culebra,0,51,2019-01-09 19:42:35
Club House,Cat,8,75,2019-01-09 19:42:35
Kitchen,Dog,8,46,2019-01-09 19:42:35
Abuelita's Studio,Pig,0,40,2019-01-09 19:42:35
Avery,Dog,8,10,2019-01-09 19:42:35
Den,Chupacabra,0,33,2019-01-09 19:42:35
Shower,Tiburon,0,60,2019-01-09 19:42:35
Den,Tiburon,0,91,2019-01-09 19:42:35
Patio,Pig,8,39,2019-01-09 19:42:35
Coat Room,Culebra,0,35,2019-01-09 19:42:35
Room,Mule,0,3,2019-01-09 19:42:35
Avery,Tiburon,0,81,2019-01-09 19:42:35
Kitchen,Aardvark,0,8,2019-01-09 19:42:35
Avery,Tiburon,8,32,2019-01-09 19:42:35
Den,Rana,0,13,2019-01-09 19:42:35
Dog House,Tiburon,0,42,2019-01-09 19:42:35
Abuelita's Studio,Cat,8,53,2019-01-09 19:42:35
Shower,Dog,8,12,2019-01-09 19:42:35
Sauna,Rana,0,48,2019-01-09 19:42:35
Closet,Cat,0,25,2019-01-09 19:42:35
Tree House,Aardvark,0,64,2019-01-09 19:42:35
Den,Culebra,8,20,2019-01-09 19:42:35
Sauna,Aardvark,0,41,2019-01-09 19:42:35
Patio,Mariposa,0,75,2019-01-09 19:42:35
Tree House,Aardvark,0,10,2019-01-09 19:42:35
Shower,Mariposa,0,82,2019-01-09 19:42:35
Dog House,Horse,0,92,2019-01-09 19:42:35
Shower,Pig,8,65,2019-01-09 19:42:35
Den,Mariposa,0,38,2019-01-09 19:42:35
Home Gym,Tiburon,8,61,2019-01-09 19:42:35
Abuelita's Studio,Mule,0,74,2019-01-09 19:42:35
Home Gym,Weasle,8,8,2019-01-09 19:42:35
Tree House,Tiburon,8,84,2019-01-09 19:42:35
Dog House,Aardvark,0,23,2019-01-09 19:42:35
Closet,Weasle,0,41,2019-01-09 19:42:35
Tree House,Culebra,8,49,2019-01-09 19:42:35
Den,Pig,0,96,2019-01-09 19:42:35
Kitchen,Aardvark,8,72,2019-01-09 19:42:35
Home Gym,Iguana,0,84,2019-01-09 19:42:35
Dog House,Weasle,0,21,2019-01-09 19:42:35
Dining Room,Culebra,0,26,2019-01-09 19:42:35
Tree House,Mariposa,0,80,2019-01-09 19:42:35
Dining Room,Mariposa,0,16,2019-01-09 19:42:35
Closet,Horse,8,27,2019-01-09 19:42:35
Kitchen,Aardvark,8,42,2019-01-09 19:42:35
Sauna,Mariposa,8,71,2019-01-09 19:42:35
Patio,Aardvark,0,71,2019-01-09 19:42:35
Sauna,Culebra,0,66,2019-01-09 19:42:35
Tree House,Chupacabra,0,58,2019-01-09 19:42:35
Den,Horse,8,29,2019-01-09 19:42:35
Avery,Culebra,0,30,2019-01-09 19:42:35
Coat Room,Tiburon,0,74,2019-01-09 19:42:35
Coat Room,Dog,0,8,2019-01-09 19:42:35
Closet,Culebra,0,17,2019-01-09 19:42:35
Dog House,Culebra,0,76,2019-01-09 19:42:35
