Facility,Description,Result,Minutes_elapsed,Time_stamp
Avery,Iguana,0,12,2019-01-09 19:47:52
Dining Room,Tiburon,8,35,2019-01-09 19:47:52
Club House,Mariposa,8,72,2019-01-09 19:47:52
Coat Room,Rana,0,17,2019-01-09 19:47:52
Dog House,Pig,0,90,2019-01-09 19:47:52
Tree House,Iguana,0,56,2019-01-09 19:47:52
Sauna,Culebra,8,11,2019-01-09 19:47:52
Kitchen,Pig,0,60,2019-01-09 19:47:52
Avery,Mariposa,8,50,2019-01-09 19:47:52
Shower,Aardvark,8,39,2019-01-09 19:47:52
Dog House,Dog,8,81,2019-01-09 19:47:52
Dining Room,Mariposa,8,9,2019-01-09 19:47:52
Dining Room,Horse,8,49,2019-01-09 19:47:52
Patio,Mariposa,0,30,2019-01-09 19:47:52
Room,Pig,0,72,2019-01-09 19:47:52
Closet,Aardvark,0,25,2019-01-09 19:47:52
Closet,Horse,8,97,2019-01-09 19:47:52
Avery,Mule,0,52,2019-01-09 19:47:52
Shower,Rana,8,89,2019-01-09 19:47:52
Coat Room,Dog,0,67,2019-01-09 19:47:52
Closet,Tiburon,8,30,2019-01-09 19:47:52
Patio,Pig,0,1,2019-01-09 19:47:52
Home Gym,Weasle,0,12,2019-01-09 19:47:52
Den,Chupacabra,0,45,2019-01-09 19:47:52
Shower,Cat,0,61,2019-01-09 19:47:52
Sauna,Weasle,8,81,2019-01-09 19:47:52
Kitchen,Mariposa,0,54,2019-01-09 19:47:52
Room,Pig,0,20,2019-01-09 19:47:52
Dining Room,Cat,8,60,2019-01-09 19:47:52
Sauna,Chupacabra,0,41,2019-01-09 19:47:52
Dog House,Iguana,0,37,2019-01-09 19:47:52
Home Gym,Mule,8,18,2019-01-09 19:47:52
Patio,Dog,0,33,2019-01-09 19:47:52
Den,Dog,8,73,2019-01-09 19:47:52
Club House,Chupacabra,0,6,2019-01-09 19:47:52
Abuelita's Studio,Mule,8,84,2019-01-09 19:47:52
Patio,Weasle,0,3,2019-01-09 19:47:52
Sauna,Tiburon,8,79,2019-01-09 19:47:52
Den,Tiburon,8,72,2019-01-09 19:47:52
Tree House,Chupacabra,8,31,2019-01-09 19:47:52
Home Gym,Iguana,0,96,2019-01-09 19:47:52
Room,Weasle,8,27,2019-01-09 19:47:52
Kitchen,Aardvark,8,40,2019-01-09 19:47:52
Home Gym,Mariposa,8,37,2019-01-09 19:47:52
Coat Room,Chupacabra,8,88,2019-01-09 19:47:52
Dog House,Chupacabra,0,17,2019-01-09 19:47:52
Home Gym,Mariposa,8,49,2019-01-09 19:47:52
Shower,Cat,8,16,2019-01-09 19:47:52
Avery,Cat,0,84,2019-01-09 19:47:52
Patio,Cat,8,41,2019-01-09 19:47:52
Dog House,Dog,8,26,2019-01-09 19:47:52
Room,Pig,8,99,2019-01-09 19:47:52
Room,Pig,0,24,2019-01-09 19:47:52
Tree House,Pig,0,45,2019-01-09 19:47:52
Club House,Mariposa,8,62,2019-01-09 19:47:52
Den,Dog,0,16,2019-01-09 19:47:52
Club House,Mariposa,8,10,2019-01-09 19:47:52
Coat Room,Chupacabra,8,47,2019-01-09 19:47:52
Coat Room,Horse,8,69,2019-01-09 19:47:52
Abuelita's Studio,Dog,0,15,2019-01-09 19:47:52
Abuelita's Studio,Dog,0,26,2019-01-09 19:47:52
Room,Horse,0,65,2019-01-09 19:47:52
Room,Rana,0,65,2019-01-09 19:47:52
Room,Dog,0,92,2019-01-09 19:47:52
Tree House,Horse,0,71,2019-01-09 19:47:52
Club House,Cat,8,37,2019-01-09 19:47:52
Dining Room,Mule,8,5,2019-01-09 19:47:52
Coat Room,Chupacabra,8,70,2019-01-09 19:47:52
Coat Room,Cat,0,92,2019-01-09 19:47:52
Tree House,Weasle,8,67,2019-01-09 19:47:52
Kitchen,Weasle,0,66,2019-01-09 19:47:52
Home Gym,Mariposa,8,13,2019-01-09 19:47:52
Club House,Dog,8,33,2019-01-09 19:47:52
Dog House,Weasle,0,85,2019-01-09 19:47:52
Home Gym,Dog,0,69,2019-01-09 19:47:52
Abuelita's Studio,Iguana,8,97,2019-01-09 19:47:52
Shower,Tiburon,8,68,2019-01-09 19:47:52
Sauna,Tiburon,0,66,2019-01-09 19:47:52
Tree House,Iguana,0,86,2019-01-09 19:47:52
Tree House,Pig,0,27,2019-01-09 19:47:52
Abuelita's Studio,Dog,0,92,2019-01-09 19:47:52
Coat Room,Chupacabra,0,63,2019-01-09 19:47:52
Closet,Aardvark,8,10,2019-01-09 19:47:52
Home Gym,Culebra,8,36,2019-01-09 19:47:52
Home Gym,Cat,0,4,2019-01-09 19:47:52
Closet,Mariposa,0,14,2019-01-09 19:47:52
Abuelita's Studio,Dog,0,48,2019-01-09 19:47:52
Kitchen,Chupacabra,0,21,2019-01-09 19:47:52
Dog House,Cat,0,57,2019-01-09 19:47:52
Sauna,Mariposa,8,59,2019-01-09 19:47:52
Tree House,Pig,8,27,2019-01-09 19:47:52
Den,Iguana,8,16,2019-01-09 19:47:52
Tree House,Mariposa,8,63,2019-01-09 19:47:52
Avery,Aardvark,8,18,2019-01-09 19:47:52
Kitchen,Chupacabra,0,48,2019-01-09 19:47:52
Club House,Rana,8,42,2019-01-09 19:47:52
Closet,Culebra,0,48,2019-01-09 19:47:52
Sauna,Culebra,8,74,2019-01-09 19:47:52
Avery,Weasle,8,22,2019-01-09 19:47:52
Home Gym,Iguana,8,57,2019-01-09 19:47:52
Patio,Mule,8,17,2019-01-09 19:47:52
Home Gym,Mariposa,0,37,2019-01-09 19:47:52
Room,Dog,8,29,2019-01-09 19:47:52
Sauna,Pig,0,54,2019-01-09 19:47:52
Sauna,Mariposa,0,12,2019-01-09 19:47:52
Closet,Weasle,0,4,2019-01-09 19:47:52
Shower,Weasle,0,76,2019-01-09 19:47:52
Club House,Rana,0,84,2019-01-09 19:47:52
Room,Mariposa,0,6,2019-01-09 19:47:52
Tree House,Mule,8,59,2019-01-09 19:47:52
Patio,Dog,8,44,2019-01-09 19:47:52
