Facility,Description,Result,Minutes_elapsed,Time_stamp
Patio,Weasle,8,23,2019-01-22 19:32:00
Tree House,Mule,8,60,2019-01-22 19:32:00
Dog House,Chupacabra,8,64,2019-01-22 19:32:00
Club House,Mariposa,0,93,2019-01-22 19:32:00
Closet,Rana,8,19,2019-01-22 19:32:00
Abuelita's Studio,Chupacabra,8,67,2019-01-22 19:32:00
Avery,Chupacabra,0,74,2019-01-22 19:32:00
Sauna,Iguana,8,58,2019-01-22 19:32:00
Sauna,Culebra,0,78,2019-01-22 19:32:00
Dining Room,Weasle,0,14,2019-01-22 19:32:00
Coat Room,Weasle,8,95,2019-01-22 19:32:00
Shower,Tiburon,0,32,2019-01-22 19:32:00
Kitchen,Iguana,0,31,2019-01-22 19:32:00
Dog House,Culebra,0,33,2019-01-22 19:32:00
Kitchen,Cat,0,45,2019-01-22 19:32:00
Sauna,Mule,0,98,2019-01-22 19:32:00
Room,Weasle,8,83,2019-01-22 19:32:00
Dog House,Tiburon,0,53,2019-01-22 19:32:00
Dog House,Dog,0,7,2019-01-22 19:32:00
Coat Room,Weasle,0,37,2019-01-22 19:32:00
Closet,Mariposa,8,42,2019-01-22 19:32:00
Dog House,Horse,8,79,2019-01-22 19:32:00
Closet,Aardvark,8,69,2019-01-22 19:32:00
Kitchen,Mariposa,8,10,2019-01-22 19:32:00
Room,Cat,8,29,2019-01-22 19:32:00
Club House,Pig,8,83,2019-01-22 19:32:00
Closet,Pig,0,98,2019-01-22 19:32:00
Dining Room,Tiburon,8,33,2019-01-22 19:32:00
Kitchen,Chupacabra,8,93,2019-01-22 19:32:00
Coat Room,Iguana,0,2,2019-01-22 19:32:00
Club House,Cat,8,66,2019-01-22 19:32:00
Shower,Mule,0,21,2019-01-22 19:32:00
Dining Room,Mule,8,99,2019-01-22 19:32:00
Dining Room,Mariposa,8,67,2019-01-22 19:32:00
Dog House,Cat,0,0,2019-01-22 19:32:00
Club House,Cat,8,94,2019-01-22 19:32:00
Den,Cat,8,89,2019-01-22 19:32:00
Coat Room,Mariposa,0,51,2019-01-22 19:32:00
Closet,Aardvark,8,42,2019-01-22 19:32:00
Club House,Mariposa,0,44,2019-01-22 19:32:00
Home Gym,Cat,8,14,2019-01-22 19:32:00
Tree House,Rana,0,11,2019-01-22 19:32:00
Club House,Aardvark,8,40,2019-01-22 19:32:00
Shower,Pig,0,16,2019-01-22 19:32:00
Dog House,Cat,0,86,2019-01-22 19:32:00
Avery,Horse,0,43,2019-01-22 19:32:00
Dining Room,Culebra,8,23,2019-01-22 19:32:00
Club House,Aardvark,8,10,2019-01-22 19:32:00
Shower,Weasle,8,59,2019-01-22 19:32:00
Dining Room,Horse,8,19,2019-01-22 19:32:00
Avery,Rana,0,17,2019-01-22 19:32:00
Dog House,Mule,0,64,2019-01-22 19:32:00
Patio,Mariposa,0,50,2019-01-22 19:32:00
Dining Room,Aardvark,0,82,2019-01-22 19:32:00
Club House,Mule,8,4,2019-01-22 19:32:00
Avery,Iguana,8,70,2019-01-22 19:32:00
Tree House,Chupacabra,0,75,2019-01-22 19:32:00
Closet,Horse,0,96,2019-01-22 19:32:00
Shower,Weasle,8,37,2019-01-22 19:32:00
Dog House,Culebra,0,58,2019-01-22 19:32:00
Abuelita's Studio,Mule,8,95,2019-01-22 19:32:00
Club House,Aardvark,8,50,2019-01-22 19:32:00
Home Gym,Iguana,8,10,2019-01-22 19:32:00
Den,Weasle,8,7,2019-01-22 19:32:00
Club House,Dog,0,8,2019-01-22 19:32:00
Closet,Rana,8,35,2019-01-22 19:32:00
Abuelita's Studio,Culebra,0,81,2019-01-22 19:32:00
Den,Mule,8,54,2019-01-22 19:32:00
Closet,Pig,0,86,2019-01-22 19:32:00
Room,Iguana,0,69,2019-01-22 19:32:00
Dog House,Cat,8,57,2019-01-22 19:32:00
Shower,Dog,0,60,2019-01-22 19:32:00
Dog House,Dog,8,15,2019-01-22 19:32:00
Tree House,Mariposa,8,16,2019-01-22 19:32:00
Patio,Cat,8,25,2019-01-22 19:32:00
Club House,Mariposa,8,21,2019-01-22 19:32:00
Avery,Chupacabra,8,11,2019-01-22 19:32:00
Patio,Culebra,0,17,2019-01-22 19:32:00
Avery,Tiburon,8,59,2019-01-22 19:32:00
Patio,Rana,8,65,2019-01-22 19:32:00
Shower,Cat,8,63,2019-01-22 19:32:00
Club House,Pig,8,4,2019-01-22 19:32:00
Den,Iguana,0,34,2019-01-22 19:32:00
Abuelita's Studio,Culebra,0,82,2019-01-22 19:32:00
Closet,Weasle,0,54,2019-01-22 19:32:00
Abuelita's Studio,Pig,8,57,2019-01-22 19:32:00
Coat Room,Weasle,0,99,2019-01-22 19:32:00
Dog House,Aardvark,8,40,2019-01-22 19:32:00
Avery,Culebra,8,57,2019-01-22 19:32:00
Closet,Mule,0,96,2019-01-22 19:32:00
Room,Dog,8,81,2019-01-22 19:32:00
Shower,Pig,8,41,2019-01-22 19:32:00
Avery,Aardvark,0,28,2019-01-22 19:32:00
Patio,Rana,0,28,2019-01-22 19:32:00
Club House,Tiburon,8,25,2019-01-22 19:32:00
Coat Room,Iguana,0,97,2019-01-22 19:32:00
Home Gym,Culebra,0,29,2019-01-22 19:32:00
Avery,Rana,0,13,2019-01-22 19:32:00
Patio,Horse,8,14,2019-01-22 19:32:00
Coat Room,Chupacabra,0,32,2019-01-22 19:32:00
Avery,Mariposa,0,87,2019-01-22 19:32:00
Den,Horse,8,23,2019-01-22 19:32:00
Sauna,Dog,0,22,2019-01-22 19:32:00
Home Gym,Rana,0,30,2019-01-22 19:32:00
Kitchen,Horse,0,63,2019-01-22 19:32:00
Coat Room,Mariposa,8,67,2019-01-22 19:32:00
Den,Horse,8,28,2019-01-22 19:32:00
Dining Room,Horse,8,66,2019-01-22 19:32:00
Sauna,Mariposa,0,54,2019-01-22 19:32:00
Club House,Mule,0,12,2019-01-22 19:32:00
Patio,Iguana,8,80,2019-01-22 19:32:00
Shower,Weasle,0,12,2019-01-22 19:32:00
Closet,Horse,0,16,2019-01-22 19:32:00
Sauna,Mule,0,20,2019-01-22 19:32:00
Coat Room,Iguana,0,27,2019-01-22 19:32:00
Coat Room,Mariposa,0,80,2019-01-22 19:32:00
Shower,Rana,8,93,2019-01-22 19:32:00
Coat Room,Dog,8,29,2019-01-22 19:32:00
Den,Rana,8,66,2019-01-22 19:32:00
Tree House,Horse,0,80,2019-01-22 19:32:00
Sauna,Dog,8,3,2019-01-22 19:32:00
Tree House,Dog,0,0,2019-01-22 19:32:00
Tree House,Tiburon,0,78,2019-01-22 19:32:00
Dining Room,Weasle,0,3,2019-01-22 19:32:00
Tree House,Chupacabra,0,75,2019-01-22 19:32:00
Home Gym,Horse,0,71,2019-01-22 19:32:00
Closet,Pig,8,97,2019-01-22 19:32:00
Avery,Dog,0,11,2019-01-22 19:32:00
Tree House,Dog,0,14,2019-01-22 19:32:00
Closet,Dog,8,64,2019-01-22 19:32:00
Dog House,Pig,0,86,2019-01-22 19:32:00
Closet,Aardvark,0,15,2019-01-22 19:32:00
Avery,Aardvark,8,88,2019-01-22 19:32:00
Abuelita's Studio,Mule,0,85,2019-01-22 19:32:00
Coat Room,Culebra,0,33,2019-01-22 19:32:00
Dog House,Cat,0,81,2019-01-22 19:32:00
Club House,Culebra,0,45,2019-01-22 19:32:00
Den,Tiburon,0,4,2019-01-22 19:32:00
Tree House,Rana,8,71,2019-01-22 19:32:00
Tree House,Rana,8,62,2019-01-22 19:32:00
Avery,Weasle,8,72,2019-01-22 19:32:00
Closet,Pig,0,60,2019-01-22 19:32:00
Shower,Weasle,0,55,2019-01-22 19:32:00
Room,Iguana,0,42,2019-01-22 19:32:00
Kitchen,Mule,8,30,2019-01-22 19:32:00
Home Gym,Rana,0,4,2019-01-22 19:32:00
Avery,Mariposa,0,66,2019-01-22 19:32:00
Dining Room,Chupacabra,0,0,2019-01-22 19:32:00
Abuelita's Studio,Tiburon,0,66,2019-01-22 19:32:00
Home Gym,Pig,8,30,2019-01-22 19:32:00
Coat Room,Dog,0,63,2019-01-22 19:32:00
Patio,Mariposa,0,81,2019-01-22 19:32:00
Dog House,Rana,8,62,2019-01-22 19:32:00
Abuelita's Studio,Dog,0,74,2019-01-22 19:32:00
Coat Room,Tiburon,0,20,2019-01-22 19:32:00
Abuelita's Studio,Chupacabra,0,8,2019-01-22 19:32:00
Coat Room,Mariposa,8,60,2019-01-22 19:32:00
Den,Weasle,8,16,2019-01-22 19:32:00
Sauna,Iguana,0,94,2019-01-22 19:32:00
Tree House,Tiburon,0,84,2019-01-22 19:32:00
Abuelita's Studio,Culebra,8,64,2019-01-22 19:32:00
Abuelita's Studio,Chupacabra,8,6,2019-01-22 19:32:00
Club House,Dog,8,53,2019-01-22 19:32:00
Room,Pig,0,70,2019-01-22 19:32:00
Sauna,Mule,0,6,2019-01-22 19:32:00
Room,Dog,0,39,2019-01-22 19:32:00
Home Gym,Horse,0,6,2019-01-22 19:32:00
Avery,Mariposa,8,50,2019-01-22 19:32:00
Home Gym,Dog,0,19,2019-01-22 19:32:00
Coat Room,Rana,0,31,2019-01-22 19:32:00
Den,Rana,0,97,2019-01-22 19:32:00
Kitchen,Mariposa,0,70,2019-01-22 19:32:00
Abuelita's Studio,Aardvark,0,71,2019-01-22 19:32:00
Coat Room,Culebra,0,86,2019-01-22 19:32:00
Patio,Culebra,8,54,2019-01-22 19:32:00
Dog House,Horse,8,61,2019-01-22 19:32:00
Den,Horse,8,16,2019-01-22 19:32:00
Room,Chupacabra,0,79,2019-01-22 19:32:00
Kitchen,Culebra,0,96,2019-01-22 19:32:00
Shower,Culebra,0,83,2019-01-22 19:32:00
Dining Room,Dog,8,96,2019-01-22 19:32:00
Coat Room,Mule,8,31,2019-01-22 19:32:00
Avery,Weasle,8,5,2019-01-22 19:32:00
Tree House,Horse,8,44,2019-01-22 19:32:00
Avery,Mariposa,8,65,2019-01-22 19:32:00
Abuelita's Studio,Chupacabra,8,91,2019-01-22 19:32:00
Avery,Weasle,0,44,2019-01-22 19:32:00
Dog House,Tiburon,0,90,2019-01-22 19:32:00
Closet,Horse,0,65,2019-01-22 19:32:00
Dining Room,Dog,0,90,2019-01-22 19:32:00
Closet,Mariposa,8,87,2019-01-22 19:32:00
Den,Mule,0,25,2019-01-22 19:32:00
Kitchen,Horse,8,11,2019-01-22 19:32:00
Tree House,Rana,8,47,2019-01-22 19:32:00
Abuelita's Studio,Horse,0,14,2019-01-22 19:32:00
Room,Mariposa,0,99,2019-01-22 19:32:00
Sauna,Weasle,0,35,2019-01-22 19:32:00
Dining Room,Mule,0,38,2019-01-22 19:32:00
Closet,Cat,8,85,2019-01-22 19:32:00
Shower,Iguana,8,53,2019-01-22 19:32:00
Tree House,Mule,8,79,2019-01-22 19:32:00
Shower,Weasle,8,14,2019-01-22 19:32:00
Dining Room,Mule,0,44,2019-01-22 19:32:00
Tree House,Culebra,0,51,2019-01-22 19:32:00
Patio,Dog,8,40,2019-01-22 19:32:00
Patio,Chupacabra,0,23,2019-01-22 19:32:00
Abuelita's Studio,Iguana,0,55,2019-01-22 19:32:00
Coat Room,Chupacabra,8,44,2019-01-22 19:32:00
Closet,Horse,8,1,2019-01-22 19:32:00
Closet,Rana,8,84,2019-01-22 19:32:00
Sauna,Culebra,8,21,2019-01-22 19:32:00
Kitchen,Chupacabra,0,5,2019-01-22 19:32:00
Abuelita's Studio,Horse,8,74,2019-01-22 19:32:00
Closet,Culebra,8,84,2019-01-22 19:32:00
Room,Pig,8,59,2019-01-22 19:32:00
Coat Room,Rana,8,87,2019-01-22 19:32:00
Abuelita's Studio,Iguana,8,99,2019-01-22 19:32:00
Tree House,Iguana,8,12,2019-01-22 19:32:00
Dog House,Horse,8,39,2019-01-22 19:32:00
Closet,Iguana,8,26,2019-01-22 19:32:00
Kitchen,Mariposa,8,58,2019-01-22 19:32:00
Abuelita's Studio,Rana,8,12,2019-01-22 19:32:00
Abuelita's Studio,Aardvark,0,83,2019-01-22 19:32:00
Avery,Tiburon,8,92,2019-01-22 19:32:00
Coat Room,Cat,0,78,2019-01-22 19:32:00
Abuelita's Studio,Rana,8,48,2019-01-22 19:32:00
Dog House,Pig,0,3,2019-01-22 19:32:00
Den,Aardvark,8,93,2019-01-22 19:32:00
Den,Culebra,8,11,2019-01-22 19:32:00
Den,Horse,8,29,2019-01-22 19:32:00
Avery,Culebra,8,24,2019-01-22 19:32:00
Patio,Weasle,8,85,2019-01-22 19:32:00
Closet,Mule,8,71,2019-01-22 19:32:00
Patio,Rana,0,28,2019-01-22 19:32:00
Kitchen,Aardvark,0,35,2019-01-22 19:32:00
Club House,Mariposa,8,18,2019-01-22 19:32:00
Dining Room,Mariposa,0,16,2019-01-22 19:32:00
Abuelita's Studio,Mariposa,0,59,2019-01-22 19:32:00
Abuelita's Studio,Dog,8,10,2019-01-22 19:32:00
Avery,Horse,8,34,2019-01-22 19:32:00
Home Gym,Aardvark,0,54,2019-01-22 19:32:00
Abuelita's Studio,Horse,0,27,2019-01-22 19:32:00
Coat Room,Pig,8,97,2019-01-22 19:32:00
Abuelita's Studio,Mule,0,17,2019-01-22 19:32:00
Kitchen,Dog,8,14,2019-01-22 19:32:00
Coat Room,Dog,0,97,2019-01-22 19:32:00
Dining Room,Tiburon,0,58,2019-01-22 19:32:00
Sauna,Rana,0,49,2019-01-22 19:32:00
Sauna,Chupacabra,8,62,2019-01-22 19:32:00
Closet,Dog,0,64,2019-01-22 19:32:00
Closet,Mule,0,7,2019-01-22 19:32:00
Coat Room,Chupacabra,0,83,2019-01-22 19:32:00
