Facility,Description,Result,Minutes_elapsed,Time_stamp
Shower,Mariposa,0,42,2019-01-21 13:22:13
Closet,Dog,0,36,2019-01-21 13:22:13
Dog House,Weasle,0,49,2019-01-21 13:22:13
Room,Cat,0,29,2019-01-21 13:22:13
Den,Mule,0,21,2019-01-21 13:22:13
Kitchen,Mule,0,5,2019-01-21 13:22:13
Room,Dog,0,94,2019-01-21 13:22:13
Kitchen,Weasle,0,57,2019-01-21 13:22:13
Club House,Mule,0,52,2019-01-21 13:22:13
Room,Tiburon,8,65,2019-01-21 13:22:13
Dining Room,Chupacabra,0,25,2019-01-21 13:22:13
Tree House,Mule,8,45,2019-01-21 13:22:13
Tree House,Iguana,0,37,2019-01-21 13:22:13
Shower,Pig,0,55,2019-01-21 13:22:13
Sauna,Mariposa,0,34,2019-01-21 13:22:13
Home Gym,Iguana,0,72,2019-01-21 13:22:13
Abuelita's Studio,Tiburon,0,61,2019-01-21 13:22:13
Room,Horse,0,95,2019-01-21 13:22:13
Coat Room,Iguana,0,45,2019-01-21 13:22:13
Dog House,Chupacabra,0,31,2019-01-21 13:22:13
Club House,Rana,8,54,2019-01-21 13:22:13
Den,Chupacabra,8,87,2019-01-21 13:22:13
Home Gym,Weasle,0,71,2019-01-21 13:22:13
Club House,Pig,8,21,2019-01-21 13:22:13
Home Gym,Dog,0,19,2019-01-21 13:22:13
Dining Room,Pig,0,47,2019-01-21 13:22:13
Avery,Rana,8,57,2019-01-21 13:22:13
Sauna,Rana,0,27,2019-01-21 13:22:13
Club House,Rana,8,90,2019-01-21 13:22:13
Club House,Cat,0,27,2019-01-21 13:22:13
Dining Room,Rana,0,82,2019-01-21 13:22:13
Club House,Dog,8,20,2019-01-21 13:22:13
Den,Mariposa,8,76,2019-01-21 13:22:13
Sauna,Iguana,8,71,2019-01-21 13:22:13
Dog House,Mariposa,0,78,2019-01-21 13:22:13
Avery,Dog,8,88,2019-01-21 13:22:13
Sauna,Cat,0,76,2019-01-21 13:22:13
Patio,Weasle,0,13,2019-01-21 13:22:13
Closet,Mule,0,81,2019-01-21 13:22:13
Avery,Tiburon,0,48,2019-01-21 13:22:13
Dog House,Mule,0,8,2019-01-21 13:22:13
Dog House,Mariposa,8,14,2019-01-21 13:22:13
Coat Room,Iguana,0,7,2019-01-21 13:22:13
Avery,Pig,0,41,2019-01-21 13:22:13
Club House,Tiburon,0,23,2019-01-21 13:22:13
Patio,Pig,0,34,2019-01-21 13:22:13
Coat Room,Mariposa,0,32,2019-01-21 13:22:13
Kitchen,Iguana,0,19,2019-01-21 13:22:13
Home Gym,Pig,8,91,2019-01-21 13:22:13
Coat Room,Dog,0,18,2019-01-21 13:22:13
Abuelita's Studio,Culebra,0,37,2019-01-21 13:22:13
Avery,Mariposa,0,53,2019-01-21 13:22:13
Den,Aardvark,0,80,2019-01-21 13:22:13
Closet,Dog,8,2,2019-01-21 13:22:13
Patio,Dog,0,94,2019-01-21 13:22:13
Tree House,Mariposa,8,81,2019-01-21 13:22:13
Room,Rana,0,18,2019-01-21 13:22:13
Patio,Culebra,8,44,2019-01-21 13:22:13
Dog House,Aardvark,0,83,2019-01-21 13:22:13
Closet,Dog,8,24,2019-01-21 13:22:13
Closet,Mariposa,8,45,2019-01-21 13:22:13
Coat Room,Tiburon,8,80,2019-01-21 13:22:13
Sauna,Pig,8,58,2019-01-21 13:22:13
Home Gym,Weasle,0,95,2019-01-21 13:22:13
Den,Dog,0,10,2019-01-21 13:22:13
Tree House,Pig,0,13,2019-01-21 13:22:13
Room,Culebra,8,19,2019-01-21 13:22:13
Den,Aardvark,0,1,2019-01-21 13:22:13
Club House,Cat,8,37,2019-01-21 13:22:13
Kitchen,Mariposa,8,60,2019-01-21 13:22:13
Den,Iguana,0,33,2019-01-21 13:22:13
Den,Pig,0,19,2019-01-21 13:22:13
Home Gym,Aardvark,8,1,2019-01-21 13:22:13
Home Gym,Cat,8,15,2019-01-21 13:22:13
Home Gym,Pig,8,89,2019-01-21 13:22:13
Home Gym,Dog,8,55,2019-01-21 13:22:13
Closet,Rana,8,52,2019-01-21 13:22:13
Home Gym,Iguana,8,48,2019-01-21 13:22:13
Room,Mariposa,8,2,2019-01-21 13:22:13
Tree House,Horse,8,35,2019-01-21 13:22:13
Sauna,Aardvark,8,1,2019-01-21 13:22:13
Tree House,Cat,8,93,2019-01-21 13:22:13
Club House,Weasle,0,79,2019-01-21 13:22:13
Coat Room,Cat,8,16,2019-01-21 13:22:13
Dining Room,Cat,8,53,2019-01-21 13:22:13
Room,Horse,8,9,2019-01-21 13:22:13
Club House,Chupacabra,0,18,2019-01-21 13:22:13
Room,Rana,8,55,2019-01-21 13:22:13
Tree House,Cat,0,63,2019-01-21 13:22:13
Patio,Tiburon,8,75,2019-01-21 13:22:13
Patio,Weasle,8,85,2019-01-21 13:22:13
Coat Room,Weasle,8,25,2019-01-21 13:22:13
Kitchen,Rana,0,56,2019-01-21 13:22:13
Shower,Chupacabra,0,8,2019-01-21 13:22:13
Tree House,Dog,8,68,2019-01-21 13:22:13
Home Gym,Pig,0,91,2019-01-21 13:22:13
Shower,Aardvark,0,93,2019-01-21 13:22:13
Home Gym,Tiburon,8,54,2019-01-21 13:22:13
Patio,Weasle,8,49,2019-01-21 13:22:13
Avery,Horse,8,53,2019-01-21 13:22:13
Dog House,Tiburon,0,56,2019-01-21 13:22:13
Den,Culebra,8,88,2019-01-21 13:22:13
Den,Horse,0,25,2019-01-21 13:22:13
Patio,Rana,8,79,2019-01-21 13:22:13
Sauna,Dog,8,70,2019-01-21 13:22:13
Dog House,Iguana,0,77,2019-01-21 13:22:13
Shower,Mule,8,40,2019-01-21 13:22:13
Tree House,Pig,8,90,2019-01-21 13:22:13
Closet,Aardvark,8,89,2019-01-21 13:22:13
Abuelita's Studio,Chupacabra,8,89,2019-01-21 13:22:13
Den,Iguana,8,5,2019-01-21 13:22:13
Room,Iguana,0,82,2019-01-21 13:22:13
Den,Aardvark,0,98,2019-01-21 13:22:13
Dining Room,Chupacabra,0,95,2019-01-21 13:22:13
Kitchen,Rana,8,5,2019-01-21 13:22:13
Shower,Iguana,0,33,2019-01-21 13:22:13
Dining Room,Tiburon,0,45,2019-01-21 13:22:13
Dining Room,Mariposa,8,57,2019-01-21 13:22:13
Shower,Mule,0,95,2019-01-21 13:22:13
Coat Room,Dog,0,40,2019-01-21 13:22:13
Tree House,Dog,8,96,2019-01-21 13:22:13
Sauna,Mule,8,50,2019-01-21 13:22:13
Kitchen,Tiburon,0,88,2019-01-21 13:22:13
Room,Aardvark,8,19,2019-01-21 13:22:13
Den,Mule,8,36,2019-01-21 13:22:13
Club House,Mariposa,8,87,2019-01-21 13:22:13
Avery,Cat,0,29,2019-01-21 13:22:13
Home Gym,Weasle,8,4,2019-01-21 13:22:13
Kitchen,Aardvark,0,92,2019-01-21 13:22:13
Sauna,Rana,0,5,2019-01-21 13:22:13
Closet,Mule,0,77,2019-01-21 13:22:13
Avery,Dog,0,0,2019-01-21 13:22:13
Patio,Rana,0,13,2019-01-21 13:22:13
Coat Room,Rana,8,62,2019-01-21 13:22:13
Abuelita's Studio,Mariposa,0,57,2019-01-21 13:22:13
Club House,Weasle,0,1,2019-01-21 13:22:13
Avery,Mule,0,89,2019-01-21 13:22:13
Dining Room,Aardvark,0,44,2019-01-21 13:22:13
Kitchen,Rana,8,15,2019-01-21 13:22:13
Closet,Dog,8,49,2019-01-21 13:22:13
Sauna,Tiburon,8,0,2019-01-21 13:22:13
Sauna,Culebra,8,43,2019-01-21 13:22:13
Home Gym,Chupacabra,8,5,2019-01-21 13:22:13
Room,Dog,8,61,2019-01-21 13:22:13
Avery,Pig,8,74,2019-01-21 13:22:13
Club House,Mule,0,38,2019-01-21 13:22:13
Avery,Pig,0,88,2019-01-21 13:22:13
Patio,Culebra,8,68,2019-01-21 13:22:13
Tree House,Cat,0,65,2019-01-21 13:22:13
Home Gym,Culebra,8,6,2019-01-21 13:22:13
Sauna,Pig,0,41,2019-01-21 13:22:13
Closet,Rana,8,40,2019-01-21 13:22:13
Sauna,Culebra,0,98,2019-01-21 13:22:13
Shower,Mule,0,63,2019-01-21 13:22:13
Dining Room,Cat,8,15,2019-01-21 13:22:13
Closet,Chupacabra,0,64,2019-01-21 13:22:13
Dog House,Weasle,0,58,2019-01-21 13:22:13
Tree House,Horse,0,95,2019-01-21 13:22:13
Dog House,Mule,8,24,2019-01-21 13:22:13
Home Gym,Horse,0,91,2019-01-21 13:22:13
Den,Dog,0,6,2019-01-21 13:22:13
Den,Horse,0,70,2019-01-21 13:22:13
Coat Room,Mule,8,30,2019-01-21 13:22:13
Coat Room,Mule,0,35,2019-01-21 13:22:13
Kitchen,Weasle,0,82,2019-01-21 13:22:13
Kitchen,Weasle,8,91,2019-01-21 13:22:13
Home Gym,Pig,0,66,2019-01-21 13:22:13
Room,Aardvark,0,58,2019-01-21 13:22:13
Den,Aardvark,0,72,2019-01-21 13:22:13
Club House,Culebra,8,2,2019-01-21 13:22:13
Den,Mule,8,47,2019-01-21 13:22:13
Sauna,Iguana,8,85,2019-01-21 13:22:13
Closet,Iguana,0,86,2019-01-21 13:22:13
Coat Room,Rana,8,69,2019-01-21 13:22:13
Closet,Iguana,0,87,2019-01-21 13:22:13
Avery,Culebra,0,26,2019-01-21 13:22:13
Sauna,Weasle,8,97,2019-01-21 13:22:13
Avery,Tiburon,0,29,2019-01-21 13:22:13
Patio,Aardvark,0,21,2019-01-21 13:22:13
Abuelita's Studio,Iguana,8,32,2019-01-21 13:22:13
Tree House,Iguana,8,29,2019-01-21 13:22:13
Coat Room,Culebra,8,11,2019-01-21 13:22:13
Room,Culebra,0,2,2019-01-21 13:22:13
Coat Room,Dog,0,78,2019-01-21 13:22:13
Dog House,Weasle,8,64,2019-01-21 13:22:13
Room,Aardvark,0,39,2019-01-21 13:22:13
Coat Room,Rana,0,65,2019-01-21 13:22:13
Abuelita's Studio,Rana,0,38,2019-01-21 13:22:13
Closet,Cat,8,97,2019-01-21 13:22:13
Avery,Chupacabra,0,15,2019-01-21 13:22:13
Kitchen,Tiburon,0,2,2019-01-21 13:22:13
Sauna,Aardvark,8,13,2019-01-21 13:22:13
Dining Room,Rana,8,89,2019-01-21 13:22:13
Dog House,Mariposa,0,28,2019-01-21 13:22:13
Room,Iguana,0,18,2019-01-21 13:22:13
Abuelita's Studio,Mariposa,8,74,2019-01-21 13:22:13
Shower,Tiburon,8,46,2019-01-21 13:22:13
Room,Horse,0,35,2019-01-21 13:22:13
Tree House,Iguana,8,72,2019-01-21 13:22:13
Dog House,Cat,0,29,2019-01-21 13:22:13
Kitchen,Cat,8,15,2019-01-21 13:22:13
Club House,Rana,8,4,2019-01-21 13:22:13
Den,Mariposa,8,47,2019-01-21 13:22:13
Dining Room,Chupacabra,8,20,2019-01-21 13:22:13
Dog House,Horse,0,59,2019-01-21 13:22:13
Coat Room,Cat,8,54,2019-01-21 13:22:13
Kitchen,Tiburon,8,22,2019-01-21 13:22:13
Sauna,Iguana,8,83,2019-01-21 13:22:13
Abuelita's Studio,Mariposa,0,1,2019-01-21 13:22:13
Shower,Mariposa,8,85,2019-01-21 13:22:13
Avery,Weasle,0,65,2019-01-21 13:22:13
Home Gym,Aardvark,0,74,2019-01-21 13:22:13
Home Gym,Aardvark,8,3,2019-01-21 13:22:13
Den,Tiburon,8,95,2019-01-21 13:22:13
Coat Room,Weasle,8,92,2019-01-21 13:22:13
Home Gym,Mule,0,98,2019-01-21 13:22:13
Abuelita's Studio,Mariposa,0,65,2019-01-21 13:22:13
Avery,Iguana,8,82,2019-01-21 13:22:13
Club House,Iguana,8,65,2019-01-21 13:22:13
Abuelita's Studio,Rana,8,62,2019-01-21 13:22:13
Dining Room,Horse,8,78,2019-01-21 13:22:13
Coat Room,Aardvark,8,9,2019-01-21 13:22:13
Kitchen,Rana,0,19,2019-01-21 13:22:13
Dog House,Dog,0,62,2019-01-21 13:22:13
Dining Room,Dog,8,46,2019-01-21 13:22:13
Abuelita's Studio,Aardvark,0,24,2019-01-21 13:22:13
Kitchen,Cat,8,16,2019-01-21 13:22:13
Avery,Dog,0,85,2019-01-21 13:22:13
Abuelita's Studio,Tiburon,0,79,2019-01-21 13:22:13
Tree House,Chupacabra,8,45,2019-01-21 13:22:13
Shower,Tiburon,0,38,2019-01-21 13:22:13
Sauna,Rana,0,2,2019-01-21 13:22:13
Shower,Aardvark,8,2,2019-01-21 13:22:13
Avery,Cat,8,43,2019-01-21 13:22:13
Abuelita's Studio,Iguana,0,45,2019-01-21 13:22:13
Avery,Horse,0,17,2019-01-21 13:22:13
Dog House,Pig,0,42,2019-01-21 13:22:13
Kitchen,Aardvark,8,83,2019-01-21 13:22:13
Dining Room,Mariposa,8,19,2019-01-21 13:22:13
Club House,Cat,0,41,2019-01-21 13:22:13
Den,Mariposa,0,1,2019-01-21 13:22:13
Coat Room,Cat,0,13,2019-01-21 13:22:13
Abuelita's Studio,Cat,0,5,2019-01-21 13:22:13
Shower,Horse,0,19,2019-01-21 13:22:13
Dining Room,Weasle,0,10,2019-01-21 13:22:13
Avery,Pig,8,2,2019-01-21 13:22:13
Kitchen,Dog,0,90,2019-01-21 13:22:13
Sauna,Dog,8,76,2019-01-21 13:22:13
Abuelita's Studio,Tiburon,0,73,2019-01-21 13:22:13
Dining Room,Tiburon,8,81,2019-01-21 13:22:13
Home Gym,Cat,0,77,2019-01-21 13:22:13
Kitchen,Weasle,8,41,2019-01-21 13:22:13
Avery,Mule,8,26,2019-01-21 13:22:13
Home Gym,Pig,0,23,2019-01-21 13:22:13
Dog House,Weasle,0,72,2019-01-21 13:22:13
Coat Room,Mariposa,8,88,2019-01-21 13:22:13
Dining Room,Dog,0,80,2019-01-21 13:22:13
Dog House,Chupacabra,8,60,2019-01-21 13:22:13
Kitchen,Tiburon,0,43,2019-01-21 13:22:13
Closet,Culebra,8,36,2019-01-21 13:22:13
Patio,Dog,8,98,2019-01-21 13:22:13
Home Gym,Iguana,0,52,2019-01-21 13:22:13
Patio,Culebra,8,89,2019-01-21 13:22:13
