Facility,Description,Result,Minutes_elapsed,Time_stamp
Den,Dog,8,0,2019-01-22 16:37:16
Club House,Chupacabra,8,7,2019-01-22 16:37:16
Abuelita's Studio,Dog,8,76,2019-01-22 16:37:16
Patio,Chupacabra,0,36,2019-01-22 16:37:16
Closet,Tiburon,8,3,2019-01-22 16:37:16
Abuelita's Studio,Culebra,8,33,2019-01-22 16:37:16
Closet,Cat,8,16,2019-01-22 16:37:16
Tree House,Chupacabra,8,61,2019-01-22 16:37:16
Home Gym,Weasle,0,1,2019-01-22 16:37:16
Avery,Cat,0,70,2019-01-22 16:37:16
Abuelita's Studio,Mariposa,0,25,2019-01-22 16:37:16
Club House,Weasle,0,55,2019-01-22 16:37:16
Kitchen,Mule,0,74,2019-01-22 16:37:16
Den,Rana,8,56,2019-01-22 16:37:16
Shower,Rana,8,1,2019-01-22 16:37:16
Home Gym,Chupacabra,8,41,2019-01-22 16:37:16
Dining Room,Dog,0,43,2019-01-22 16:37:16
Shower,Rana,8,1,2019-01-22 16:37:16
Home Gym,Tiburon,8,16,2019-01-22 16:37:16
Tree House,Chupacabra,0,20,2019-01-22 16:37:16
Home Gym,Aardvark,8,73,2019-01-22 16:37:16
Abuelita's Studio,Tiburon,0,52,2019-01-22 16:37:16
Avery,Mule,0,27,2019-01-22 16:37:16
Coat Room,Horse,8,38,2019-01-22 16:37:16
Dining Room,Cat,0,80,2019-01-22 16:37:16
Avery,Cat,8,97,2019-01-22 16:37:16
Avery,Chupacabra,0,98,2019-01-22 16:37:16
Closet,Mariposa,0,83,2019-01-22 16:37:16
Dining Room,Aardvark,8,14,2019-01-22 16:37:16
Sauna,Dog,8,50,2019-01-22 16:37:16
Den,Mule,0,29,2019-01-22 16:37:16
Room,Dog,0,1,2019-01-22 16:37:16
Dining Room,Pig,0,38,2019-01-22 16:37:16
Abuelita's Studio,Rana,0,50,2019-01-22 16:37:16
Club House,Horse,8,8,2019-01-22 16:37:16
Club House,Dog,0,85,2019-01-22 16:37:16
Club House,Aardvark,0,12,2019-01-22 16:37:16
Dining Room,Weasle,8,65,2019-01-22 16:37:16
Patio,Mule,0,73,2019-01-22 16:37:16
Club House,Dog,0,5,2019-01-22 16:37:16
Club House,Rana,0,24,2019-01-22 16:37:16
Club House,Aardvark,0,4,2019-01-22 16:37:16
Sauna,Aardvark,0,60,2019-01-22 16:37:16
Sauna,Mariposa,0,18,2019-01-22 16:37:16
Avery,Cat,8,18,2019-01-22 16:37:16
Home Gym,Dog,8,81,2019-01-22 16:37:16
Dining Room,Pig,0,6,2019-01-22 16:37:16
Den,Rana,8,40,2019-01-22 16:37:16
Closet,Tiburon,0,44,2019-01-22 16:37:16
Room,Dog,8,22,2019-01-22 16:37:16
Sauna,Tiburon,0,20,2019-01-22 16:37:16
Coat Room,Mule,0,22,2019-01-22 16:37:16
Dining Room,Mariposa,0,53,2019-01-22 16:37:16
Dining Room,Mule,0,66,2019-01-22 16:37:16
Club House,Weasle,0,1,2019-01-22 16:37:16
Tree House,Aardvark,8,62,2019-01-22 16:37:16
Avery,Dog,0,29,2019-01-22 16:37:16
Club House,Horse,8,1,2019-01-22 16:37:16
Closet,Iguana,0,77,2019-01-22 16:37:16
Coat Room,Culebra,8,16,2019-01-22 16:37:16
Dining Room,Weasle,0,49,2019-01-22 16:37:16
Tree House,Aardvark,0,21,2019-01-22 16:37:16
Kitchen,Tiburon,0,56,2019-01-22 16:37:16
Patio,Chupacabra,0,50,2019-01-22 16:37:16
Home Gym,Dog,0,76,2019-01-22 16:37:16
Patio,Cat,0,11,2019-01-22 16:37:16
Dog House,Mariposa,8,43,2019-01-22 16:37:16
Abuelita's Studio,Aardvark,8,44,2019-01-22 16:37:16
Coat Room,Culebra,8,25,2019-01-22 16:37:16
Dog House,Aardvark,0,30,2019-01-22 16:37:16
Shower,Aardvark,0,45,2019-01-22 16:37:16
Avery,Aardvark,0,78,2019-01-22 16:37:16
Coat Room,Culebra,8,28,2019-01-22 16:37:16
Patio,Culebra,0,1,2019-01-22 16:37:16
Abuelita's Studio,Iguana,8,52,2019-01-22 16:37:16
Dining Room,Aardvark,8,90,2019-01-22 16:37:16
Sauna,Culebra,0,90,2019-01-22 16:37:16
Shower,Horse,0,7,2019-01-22 16:37:16
Club House,Cat,0,88,2019-01-22 16:37:16
Room,Iguana,0,91,2019-01-22 16:37:16
Kitchen,Weasle,0,95,2019-01-22 16:37:16
Abuelita's Studio,Weasle,0,39,2019-01-22 16:37:16
Patio,Horse,8,38,2019-01-22 16:37:16
Dining Room,Horse,0,50,2019-01-22 16:37:16
Club House,Horse,0,21,2019-01-22 16:37:16
Abuelita's Studio,Tiburon,0,21,2019-01-22 16:37:16
Coat Room,Horse,0,72,2019-01-22 16:37:16
Shower,Tiburon,8,7,2019-01-22 16:37:16
Room,Rana,8,72,2019-01-22 16:37:16
Abuelita's Studio,Tiburon,0,18,2019-01-22 16:37:16
Dining Room,Culebra,0,64,2019-01-22 16:37:16
Dog House,Weasle,0,61,2019-01-22 16:37:16
Avery,Mariposa,0,28,2019-01-22 16:37:16
Coat Room,Rana,8,95,2019-01-22 16:37:16
Patio,Mule,8,99,2019-01-22 16:37:16
Den,Iguana,0,27,2019-01-22 16:37:16
Shower,Pig,8,70,2019-01-22 16:37:16
Abuelita's Studio,Tiburon,8,23,2019-01-22 16:37:16
Home Gym,Iguana,8,24,2019-01-22 16:37:16
Shower,Dog,8,45,2019-01-22 16:37:16
Shower,Pig,0,67,2019-01-22 16:37:16
Sauna,Chupacabra,8,57,2019-01-22 16:37:16
Abuelita's Studio,Mariposa,0,8,2019-01-22 16:37:16
Tree House,Aardvark,8,27,2019-01-22 16:37:16
Dog House,Dog,8,11,2019-01-22 16:37:16
Home Gym,Mule,0,12,2019-01-22 16:37:16
Closet,Cat,8,16,2019-01-22 16:37:16
Closet,Mule,8,81,2019-01-22 16:37:16
Dining Room,Culebra,0,51,2019-01-22 16:37:16
Closet,Aardvark,8,98,2019-01-22 16:37:16
Dining Room,Pig,0,94,2019-01-22 16:37:16
Home Gym,Pig,0,65,2019-01-22 16:37:16
Room,Weasle,8,31,2019-01-22 16:37:16
Kitchen,Pig,0,80,2019-01-22 16:37:16
Sauna,Pig,8,11,2019-01-22 16:37:16
Coat Room,Culebra,8,0,2019-01-22 16:37:16
Room,Rana,8,63,2019-01-22 16:37:16
Avery,Tiburon,8,21,2019-01-22 16:37:16
Patio,Mule,0,99,2019-01-22 16:37:16
Den,Rana,8,35,2019-01-22 16:37:16
Dining Room,Chupacabra,0,87,2019-01-22 16:37:16
Avery,Tiburon,8,85,2019-01-22 16:37:16
Sauna,Aardvark,0,20,2019-01-22 16:37:16
Den,Weasle,0,5,2019-01-22 16:37:16
Avery,Tiburon,0,92,2019-01-22 16:37:16
Home Gym,Weasle,0,89,2019-01-22 16:37:16
Den,Horse,0,67,2019-01-22 16:37:16
Coat Room,Dog,0,73,2019-01-22 16:37:16
Club House,Iguana,0,87,2019-01-22 16:37:16
Den,Chupacabra,0,35,2019-01-22 16:37:16
Coat Room,Dog,0,57,2019-01-22 16:37:16
Home Gym,Tiburon,8,67,2019-01-22 16:37:16
Shower,Aardvark,8,57,2019-01-22 16:37:16
Coat Room,Aardvark,0,43,2019-01-22 16:37:16
Avery,Culebra,0,38,2019-01-22 16:37:16
Patio,Rana,8,80,2019-01-22 16:37:16
Shower,Pig,0,77,2019-01-22 16:37:16
Closet,Culebra,8,37,2019-01-22 16:37:16
Home Gym,Dog,0,20,2019-01-22 16:37:16
Club House,Aardvark,0,76,2019-01-22 16:37:16
Shower,Pig,0,25,2019-01-22 16:37:16
Den,Horse,0,7,2019-01-22 16:37:16
Patio,Rana,0,2,2019-01-22 16:37:16
Home Gym,Iguana,8,18,2019-01-22 16:37:16
Sauna,Tiburon,0,24,2019-01-22 16:37:16
Abuelita's Studio,Weasle,0,81,2019-01-22 16:37:16
Home Gym,Weasle,8,72,2019-01-22 16:37:16
Room,Mule,0,59,2019-01-22 16:37:16
Closet,Dog,8,12,2019-01-22 16:37:16
Closet,Mule,8,24,2019-01-22 16:37:16
Patio,Culebra,0,43,2019-01-22 16:37:16
Tree House,Mariposa,8,94,2019-01-22 16:37:16
Closet,Cat,8,17,2019-01-22 16:37:16
Dining Room,Cat,0,37,2019-01-22 16:37:16
Dining Room,Chupacabra,0,92,2019-01-22 16:37:16
Abuelita's Studio,Weasle,8,77,2019-01-22 16:37:16
Dining Room,Cat,8,7,2019-01-22 16:37:16
Den,Pig,0,22,2019-01-22 16:37:16
Club House,Weasle,8,50,2019-01-22 16:37:16
Sauna,Rana,8,38,2019-01-22 16:37:16
Kitchen,Pig,8,66,2019-01-22 16:37:16
Room,Chupacabra,8,32,2019-01-22 16:37:16
Tree House,Mule,0,29,2019-01-22 16:37:16
Dining Room,Rana,0,77,2019-01-22 16:37:16
Sauna,Chupacabra,0,88,2019-01-22 16:37:16
Shower,Tiburon,0,54,2019-01-22 16:37:16
Sauna,Aardvark,8,88,2019-01-22 16:37:16
Sauna,Chupacabra,0,72,2019-01-22 16:37:16
Avery,Horse,0,33,2019-01-22 16:37:16
Home Gym,Weasle,0,84,2019-01-22 16:37:16
Patio,Cat,0,62,2019-01-22 16:37:16
Closet,Culebra,8,95,2019-01-22 16:37:16
Club House,Tiburon,0,97,2019-01-22 16:37:16
Club House,Chupacabra,8,21,2019-01-22 16:37:16
Dining Room,Tiburon,8,19,2019-01-22 16:37:16
Abuelita's Studio,Pig,0,91,2019-01-22 16:37:16
Sauna,Dog,0,93,2019-01-22 16:37:16
Closet,Dog,0,24,2019-01-22 16:37:16
Sauna,Horse,8,83,2019-01-22 16:37:16
Avery,Tiburon,8,51,2019-01-22 16:37:16
Coat Room,Mule,8,55,2019-01-22 16:37:16
Sauna,Mariposa,0,92,2019-01-22 16:37:16
Closet,Iguana,8,81,2019-01-22 16:37:16
Abuelita's Studio,Aardvark,0,72,2019-01-22 16:37:16
Club House,Tiburon,8,42,2019-01-22 16:37:16
Shower,Tiburon,0,6,2019-01-22 16:37:16
Kitchen,Horse,8,94,2019-01-22 16:37:16
Shower,Culebra,8,48,2019-01-22 16:37:16
Home Gym,Chupacabra,0,19,2019-01-22 16:37:16
Dining Room,Dog,0,94,2019-01-22 16:37:16
Patio,Cat,0,43,2019-01-22 16:37:16
Coat Room,Tiburon,8,3,2019-01-22 16:37:16
Abuelita's Studio,Rana,0,75,2019-01-22 16:37:16
Tree House,Mule,8,17,2019-01-22 16:37:16
Dining Room,Chupacabra,8,13,2019-01-22 16:37:16
Shower,Pig,8,34,2019-01-22 16:37:16
Coat Room,Mule,0,76,2019-01-22 16:37:16
Kitchen,Mariposa,8,66,2019-01-22 16:37:16
Avery,Iguana,0,50,2019-01-22 16:37:16
Sauna,Dog,8,0,2019-01-22 16:37:16
Club House,Horse,8,10,2019-01-22 16:37:16
Kitchen,Pig,0,87,2019-01-22 16:37:16
Room,Mariposa,0,19,2019-01-22 16:37:16
Abuelita's Studio,Tiburon,8,34,2019-01-22 16:37:16
Patio,Pig,8,64,2019-01-22 16:37:16
Shower,Pig,0,12,2019-01-22 16:37:16
Kitchen,Rana,8,67,2019-01-22 16:37:16
Room,Mule,8,24,2019-01-22 16:37:16
Shower,Culebra,0,93,2019-01-22 16:37:16
Room,Chupacabra,0,81,2019-01-22 16:37:16
Patio,Mule,8,65,2019-01-22 16:37:16
Den,Aardvark,0,38,2019-01-22 16:37:16
Coat Room,Pig,8,33,2019-01-22 16:37:16
Abuelita's Studio,Dog,8,31,2019-01-22 16:37:16
Avery,Cat,8,69,2019-01-22 16:37:16
Closet,Mariposa,0,15,2019-01-22 16:37:16
Den,Dog,0,62,2019-01-22 16:37:16
Club House,Dog,0,21,2019-01-22 16:37:16
Closet,Mariposa,0,78,2019-01-22 16:37:16
Abuelita's Studio,Mule,8,73,2019-01-22 16:37:16
Avery,Horse,8,15,2019-01-22 16:37:16
Avery,Rana,8,46,2019-01-22 16:37:16
Sauna,Dog,0,74,2019-01-22 16:37:16
Kitchen,Aardvark,0,77,2019-01-22 16:37:16
Closet,Cat,8,73,2019-01-22 16:37:16
Club House,Weasle,8,47,2019-01-22 16:37:16
Home Gym,Rana,8,64,2019-01-22 16:37:16
Dog House,Iguana,0,9,2019-01-22 16:37:16
Avery,Weasle,0,47,2019-01-22 16:37:16
Shower,Mariposa,0,19,2019-01-22 16:37:16
Tree House,Weasle,8,33,2019-01-22 16:37:16
Closet,Mule,0,31,2019-01-22 16:37:16
Abuelita's Studio,Cat,0,94,2019-01-22 16:37:16
