Facility,Description,Result,Minutes_elapsed,Time_stamp
Room,Weasle,8,60,2019-01-23 10:56:12
Sauna,Weasle,0,51,2019-01-23 10:56:12
Closet,Mariposa,0,46,2019-01-23 10:56:12
Dog House,Aardvark,0,31,2019-01-23 10:56:12
Dining Room,Tiburon,8,30,2019-01-23 10:56:12
Abuelita's Studio,Tiburon,0,48,2019-01-23 10:56:12
Sauna,Mule,0,46,2019-01-23 10:56:12
Home Gym,Mule,8,45,2019-01-23 10:56:12
Room,Mariposa,8,60,2019-01-23 10:56:12
Tree House,Horse,8,23,2019-01-23 10:56:12
Coat Room,Mule,0,34,2019-01-23 10:56:12
Dog House,Pig,8,14,2019-01-23 10:56:12
Tree House,Chupacabra,0,49,2019-01-23 10:56:12
Home Gym,Mule,8,22,2019-01-23 10:56:12
Home Gym,Chupacabra,0,1,2019-01-23 10:56:12
Abuelita's Studio,Weasle,8,62,2019-01-23 10:56:12
Kitchen,Tiburon,0,48,2019-01-23 10:56:12
Sauna,Aardvark,0,18,2019-01-23 10:56:12
Room,Weasle,0,96,2019-01-23 10:56:12
Coat Room,Chupacabra,8,52,2019-01-23 10:56:12
Kitchen,Mariposa,0,46,2019-01-23 10:56:12
Home Gym,Horse,8,58,2019-01-23 10:56:12
Shower,Tiburon,8,30,2019-01-23 10:56:12
Den,Aardvark,8,63,2019-01-23 10:56:12
Home Gym,Chupacabra,0,8,2019-01-23 10:56:12
Avery,Dog,8,68,2019-01-23 10:56:12
Shower,Chupacabra,8,48,2019-01-23 10:56:12
Club House,Weasle,8,38,2019-01-23 10:56:12
Dining Room,Iguana,0,45,2019-01-23 10:56:12
Room,Rana,8,47,2019-01-23 10:56:12
Shower,Iguana,0,91,2019-01-23 10:56:12
Sauna,Tiburon,8,22,2019-01-23 10:56:12
Room,Rana,8,86,2019-01-23 10:56:12
Den,Culebra,0,41,2019-01-23 10:56:12
Dining Room,Weasle,0,64,2019-01-23 10:56:12
Club House,Cat,0,57,2019-01-23 10:56:12
Den,Iguana,8,39,2019-01-23 10:56:12
Kitchen,Cat,8,95,2019-01-23 10:56:12
Sauna,Cat,0,73,2019-01-23 10:56:12
Room,Cat,8,84,2019-01-23 10:56:12
Coat Room,Rana,8,88,2019-01-23 10:56:12
Den,Weasle,8,75,2019-01-23 10:56:12
Tree House,Mariposa,8,53,2019-01-23 10:56:12
Patio,Mule,8,56,2019-01-23 10:56:12
Club House,Cat,0,81,2019-01-23 10:56:12
Home Gym,Aardvark,8,56,2019-01-23 10:56:12
Dog House,Culebra,0,15,2019-01-23 10:56:12
Coat Room,Cat,8,34,2019-01-23 10:56:12
Den,Aardvark,8,46,2019-01-23 10:56:12
Dining Room,Mule,8,56,2019-01-23 10:56:12
Dining Room,Rana,0,80,2019-01-23 10:56:12
Den,Mariposa,0,90,2019-01-23 10:56:12
Sauna,Dog,0,21,2019-01-23 10:56:12
Kitchen,Iguana,0,76,2019-01-23 10:56:12
Dining Room,Aardvark,0,19,2019-01-23 10:56:12
Sauna,Aardvark,8,54,2019-01-23 10:56:12
Coat Room,Pig,0,20,2019-01-23 10:56:12
Avery,Weasle,8,66,2019-01-23 10:56:12
Home Gym,Dog,8,18,2019-01-23 10:56:12
Sauna,Cat,0,37,2019-01-23 10:56:12
Dog House,Weasle,0,73,2019-01-23 10:56:12
Tree House,Tiburon,8,5,2019-01-23 10:56:12
Tree House,Horse,0,16,2019-01-23 10:56:12
Room,Culebra,0,31,2019-01-23 10:56:12
Home Gym,Iguana,0,78,2019-01-23 10:56:12
Club House,Pig,8,42,2019-01-23 10:56:12
Sauna,Mariposa,0,72,2019-01-23 10:56:12
Abuelita's Studio,Weasle,8,64,2019-01-23 10:56:12
Room,Weasle,8,19,2019-01-23 10:56:12
Tree House,Pig,0,40,2019-01-23 10:56:12
Patio,Weasle,8,68,2019-01-23 10:56:12
Tree House,Horse,8,85,2019-01-23 10:56:12
Coat Room,Rana,0,76,2019-01-23 10:56:12
Coat Room,Mariposa,8,97,2019-01-23 10:56:12
Dog House,Cat,8,45,2019-01-23 10:56:12
Room,Tiburon,8,31,2019-01-23 10:56:12
Home Gym,Mule,0,44,2019-01-23 10:56:12
Abuelita's Studio,Mariposa,0,89,2019-01-23 10:56:12
Sauna,Horse,0,35,2019-01-23 10:56:12
Den,Tiburon,8,40,2019-01-23 10:56:12
Kitchen,Cat,8,47,2019-01-23 10:56:12
Dining Room,Pig,0,90,2019-01-23 10:56:12
Abuelita's Studio,Dog,0,51,2019-01-23 10:56:12
Club House,Mariposa,8,68,2019-01-23 10:56:12
Kitchen,Cat,8,93,2019-01-23 10:56:12
Kitchen,Aardvark,8,81,2019-01-23 10:56:12
Dining Room,Mule,8,32,2019-01-23 10:56:12
Den,Cat,0,95,2019-01-23 10:56:12
Shower,Rana,0,42,2019-01-23 10:56:12
Closet,Iguana,8,93,2019-01-23 10:56:12
Club House,Pig,8,62,2019-01-23 10:56:12
Room,Aardvark,8,62,2019-01-23 10:56:12
Club House,Mariposa,8,33,2019-01-23 10:56:12
Den,Mariposa,0,46,2019-01-23 10:56:12
Club House,Aardvark,8,14,2019-01-23 10:56:12
Dog House,Culebra,0,4,2019-01-23 10:56:12
Den,Dog,0,35,2019-01-23 10:56:12
Coat Room,Chupacabra,8,65,2019-01-23 10:56:12
Club House,Horse,0,0,2019-01-23 10:56:12
Coat Room,Dog,0,68,2019-01-23 10:56:12
Sauna,Chupacabra,8,35,2019-01-23 10:56:12
Closet,Weasle,8,26,2019-01-23 10:56:12
Home Gym,Horse,8,40,2019-01-23 10:56:12
Avery,Iguana,0,76,2019-01-23 10:56:12
Room,Weasle,8,15,2019-01-23 10:56:12
Room,Pig,8,2,2019-01-23 10:56:12
Shower,Horse,0,92,2019-01-23 10:56:12
Room,Chupacabra,8,35,2019-01-23 10:56:12
Den,Rana,8,72,2019-01-23 10:56:12
Abuelita's Studio,Iguana,8,35,2019-01-23 10:56:12
Club House,Culebra,0,49,2019-01-23 10:56:12
Closet,Tiburon,8,5,2019-01-23 10:56:12
Abuelita's Studio,Chupacabra,0,7,2019-01-23 10:56:12
Patio,Mariposa,8,49,2019-01-23 10:56:12
Avery,Rana,0,73,2019-01-23 10:56:12
Avery,Mariposa,8,4,2019-01-23 10:56:12
Den,Mariposa,8,64,2019-01-23 10:56:12
Room,Culebra,8,93,2019-01-23 10:56:12
Avery,Rana,8,45,2019-01-23 10:56:12
Avery,Tiburon,0,0,2019-01-23 10:56:12
Sauna,Weasle,0,73,2019-01-23 10:56:12
Avery,Culebra,8,66,2019-01-23 10:56:12
Club House,Mariposa,0,18,2019-01-23 10:56:12
Tree House,Rana,0,61,2019-01-23 10:56:12
Patio,Mariposa,8,39,2019-01-23 10:56:12
Room,Culebra,8,2,2019-01-23 10:56:12
Home Gym,Weasle,8,16,2019-01-23 10:56:12
Kitchen,Culebra,8,33,2019-01-23 10:56:12
Coat Room,Chupacabra,8,35,2019-01-23 10:56:12
Closet,Pig,0,34,2019-01-23 10:56:12
Den,Pig,0,35,2019-01-23 10:56:12
Home Gym,Cat,0,40,2019-01-23 10:56:12
Sauna,Weasle,0,71,2019-01-23 10:56:12
Dog House,Iguana,0,73,2019-01-23 10:56:12
Room,Chupacabra,8,9,2019-01-23 10:56:12
Closet,Rana,8,26,2019-01-23 10:56:12
Coat Room,Dog,8,55,2019-01-23 10:56:12
Club House,Aardvark,8,80,2019-01-23 10:56:12
Kitchen,Tiburon,8,57,2019-01-23 10:56:12
Patio,Rana,0,31,2019-01-23 10:56:12
Room,Chupacabra,0,31,2019-01-23 10:56:12
Club House,Pig,0,9,2019-01-23 10:56:12
Kitchen,Rana,8,7,2019-01-23 10:56:12
Sauna,Horse,8,34,2019-01-23 10:56:12
Room,Culebra,8,46,2019-01-23 10:56:12
Den,Weasle,0,91,2019-01-23 10:56:12
Tree House,Culebra,8,71,2019-01-23 10:56:12
Patio,Iguana,0,51,2019-01-23 10:56:12
Avery,Chupacabra,8,79,2019-01-23 10:56:12
Closet,Mariposa,0,37,2019-01-23 10:56:12
Patio,Iguana,8,7,2019-01-23 10:56:12
Sauna,Iguana,8,75,2019-01-23 10:56:12
Room,Iguana,0,98,2019-01-23 10:56:12
Club House,Tiburon,8,26,2019-01-23 10:56:12
Avery,Horse,8,11,2019-01-23 10:56:12
Den,Culebra,8,85,2019-01-23 10:56:12
Kitchen,Tiburon,8,9,2019-01-23 10:56:12
Coat Room,Horse,0,37,2019-01-23 10:56:12
Shower,Pig,8,35,2019-01-23 10:56:12
Coat Room,Culebra,0,16,2019-01-23 10:56:12
Dining Room,Dog,0,93,2019-01-23 10:56:12
Room,Weasle,0,47,2019-01-23 10:56:12
Avery,Mariposa,0,5,2019-01-23 10:56:12
Room,Iguana,0,88,2019-01-23 10:56:12
Tree House,Cat,8,64,2019-01-23 10:56:12
Home Gym,Iguana,0,78,2019-01-23 10:56:12
Kitchen,Rana,0,59,2019-01-23 10:56:12
Tree House,Rana,8,88,2019-01-23 10:56:12
Avery,Pig,8,97,2019-01-23 10:56:12
Kitchen,Pig,0,23,2019-01-23 10:56:12
Coat Room,Culebra,0,13,2019-01-23 10:56:12
Dining Room,Chupacabra,8,22,2019-01-23 10:56:12
Den,Rana,0,79,2019-01-23 10:56:12
Avery,Chupacabra,0,34,2019-01-23 10:56:12
Coat Room,Tiburon,0,62,2019-01-23 10:56:12
Abuelita's Studio,Weasle,0,46,2019-01-23 10:56:12
Dining Room,Horse,0,68,2019-01-23 10:56:12
Sauna,Aardvark,0,69,2019-01-23 10:56:12
Avery,Rana,0,92,2019-01-23 10:56:12
Shower,Dog,0,16,2019-01-23 10:56:12
Den,Weasle,8,68,2019-01-23 10:56:12
Club House,Pig,8,91,2019-01-23 10:56:12
Sauna,Pig,0,25,2019-01-23 10:56:12
Abuelita's Studio,Mule,0,93,2019-01-23 10:56:12
Coat Room,Culebra,0,57,2019-01-23 10:56:12
Shower,Weasle,0,72,2019-01-23 10:56:12
Dining Room,Culebra,0,0,2019-01-23 10:56:12
Avery,Culebra,8,89,2019-01-23 10:56:12
Tree House,Mule,0,35,2019-01-23 10:56:12
Closet,Rana,8,36,2019-01-23 10:56:12
Avery,Dog,8,11,2019-01-23 10:56:12
Avery,Pig,8,19,2019-01-23 10:56:12
Coat Room,Tiburon,8,39,2019-01-23 10:56:12
Room,Mule,0,37,2019-01-23 10:56:12
Home Gym,Horse,8,94,2019-01-23 10:56:12
Avery,Mule,0,48,2019-01-23 10:56:12
Avery,Pig,8,80,2019-01-23 10:56:12
Tree House,Pig,8,37,2019-01-23 10:56:12
Club House,Weasle,0,56,2019-01-23 10:56:12
Club House,Dog,0,4,2019-01-23 10:56:12
Room,Cat,8,22,2019-01-23 10:56:12
Coat Room,Culebra,8,93,2019-01-23 10:56:12
Kitchen,Dog,0,56,2019-01-23 10:56:12
Abuelita's Studio,Tiburon,0,79,2019-01-23 10:56:12
Club House,Rana,8,63,2019-01-23 10:56:12
Patio,Mule,8,8,2019-01-23 10:56:12
Sauna,Horse,8,63,2019-01-23 10:56:12
Home Gym,Weasle,8,81,2019-01-23 10:56:12
Club House,Weasle,8,58,2019-01-23 10:56:12
Abuelita's Studio,Iguana,8,83,2019-01-23 10:56:12
Dog House,Cat,8,65,2019-01-23 10:56:12
Club House,Tiburon,8,16,2019-01-23 10:56:12
Coat Room,Culebra,0,5,2019-01-23 10:56:12
Dining Room,Tiburon,0,11,2019-01-23 10:56:12
Shower,Pig,0,84,2019-01-23 10:56:12
Sauna,Horse,8,69,2019-01-23 10:56:12
Kitchen,Tiburon,0,34,2019-01-23 10:56:12
Avery,Pig,8,98,2019-01-23 10:56:12
Sauna,Cat,8,68,2019-01-23 10:56:12
Patio,Mule,0,92,2019-01-23 10:56:12
Abuelita's Studio,Culebra,0,50,2019-01-23 10:56:12
Kitchen,Iguana,8,74,2019-01-23 10:56:12
Abuelita's Studio,Mariposa,0,47,2019-01-23 10:56:12
Coat Room,Mule,8,17,2019-01-23 10:56:12
Dog House,Aardvark,0,75,2019-01-23 10:56:12
Abuelita's Studio,Mariposa,8,82,2019-01-23 10:56:12
Kitchen,Horse,8,54,2019-01-23 10:56:12
Coat Room,Aardvark,8,47,2019-01-23 10:56:12
Den,Horse,8,76,2019-01-23 10:56:12
Room,Mule,0,68,2019-01-23 10:56:12
Avery,Horse,8,75,2019-01-23 10:56:12
Dining Room,Mariposa,0,48,2019-01-23 10:56:12
Dining Room,Mule,8,14,2019-01-23 10:56:12
Kitchen,Mariposa,8,63,2019-01-23 10:56:12
Tree House,Mule,0,30,2019-01-23 10:56:12
Avery,Mule,8,98,2019-01-23 10:56:12
Club House,Mule,8,47,2019-01-23 10:56:12
Room,Dog,8,18,2019-01-23 10:56:12
Patio,Pig,8,98,2019-01-23 10:56:12
Kitchen,Rana,0,89,2019-01-23 10:56:12
Coat Room,Mariposa,0,3,2019-01-23 10:56:12
Abuelita's Studio,Mariposa,0,70,2019-01-23 10:56:12
Tree House,Mule,8,77,2019-01-23 10:56:12
Room,Culebra,8,38,2019-01-23 10:56:12
Home Gym,Pig,0,30,2019-01-23 10:56:12
Home Gym,Weasle,8,4,2019-01-23 10:56:12
Patio,Tiburon,8,99,2019-01-23 10:56:12
Shower,Cat,8,19,2019-01-23 10:56:12
Avery,Mule,0,32,2019-01-23 10:56:12
