Facility,Description,Result,Minutes_elapsed,Time_stamp
Tree House,Pig,0,91,2019-01-23 13:52:21
Home Gym,Pig,0,56,2019-01-23 13:52:21
Club House,Rana,8,19,2019-01-23 13:52:21
Avery,Tiburon,8,96,2019-01-23 13:52:21
Abuelita's Studio,Pig,8,41,2019-01-23 13:52:21
Dining Room,Dog,8,17,2019-01-23 13:52:21
Club House,Mule,0,68,2019-01-23 13:52:21
Patio,Culebra,0,12,2019-01-23 13:52:21
Sauna,Dog,0,78,2019-01-23 13:52:21
Coat Room,Tiburon,0,28,2019-01-23 13:52:21
Kitchen,Weasle,0,89,2019-01-23 13:52:21
Sauna,Iguana,8,82,2019-01-23 13:52:21
Den,Culebra,8,71,2019-01-23 13:52:21
Patio,Mariposa,0,92,2019-01-23 13:52:21
Sauna,Weasle,0,36,2019-01-23 13:52:21
Den,Rana,8,68,2019-01-23 13:52:21
Abuelita's Studio,Mariposa,0,84,2019-01-23 13:52:21
Home Gym,Mariposa,8,61,2019-01-23 13:52:21
Dining Room,Weasle,0,38,2019-01-23 13:52:21
Abuelita's Studio,Dog,8,49,2019-01-23 13:52:21
Club House,Weasle,8,55,2019-01-23 13:52:21
Den,Mariposa,8,94,2019-01-23 13:52:21
Kitchen,Chupacabra,0,65,2019-01-23 13:52:21
Room,Aardvark,8,13,2019-01-23 13:52:21
Patio,Rana,8,12,2019-01-23 13:52:21
Abuelita's Studio,Pig,8,61,2019-01-23 13:52:21
Dog House,Chupacabra,0,55,2019-01-23 13:52:21
Dog House,Mule,0,42,2019-01-23 13:52:21
Club House,Culebra,0,78,2019-01-23 13:52:21
Abuelita's Studio,Mariposa,0,72,2019-01-23 13:52:21
Room,Iguana,0,92,2019-01-23 13:52:21
Coat Room,Chupacabra,8,99,2019-01-23 13:52:21
Shower,Aardvark,8,98,2019-01-23 13:52:21
Den,Cat,8,87,2019-01-23 13:52:21
Home Gym,Horse,8,89,2019-01-23 13:52:21
Closet,Iguana,0,65,2019-01-23 13:52:21
Avery,Rana,0,47,2019-01-23 13:52:21
Tree House,Weasle,0,33,2019-01-23 13:52:21
Dining Room,Iguana,8,85,2019-01-23 13:52:21
Dining Room,Mule,0,25,2019-01-23 13:52:21
Closet,Rana,0,71,2019-01-23 13:52:21
Tree House,Rana,8,36,2019-01-23 13:52:21
Den,Mariposa,8,77,2019-01-23 13:52:21
Avery,Mariposa,8,41,2019-01-23 13:52:21
Dog House,Aardvark,8,54,2019-01-23 13:52:21
Shower,Dog,8,2,2019-01-23 13:52:21
Shower,Iguana,0,49,2019-01-23 13:52:21
Dining Room,Dog,8,90,2019-01-23 13:52:21
Closet,Mule,0,25,2019-01-23 13:52:21
Dog House,Aardvark,0,88,2019-01-23 13:52:21
Coat Room,Culebra,8,34,2019-01-23 13:52:21
Room,Weasle,0,10,2019-01-23 13:52:21
Room,Chupacabra,8,87,2019-01-23 13:52:21
Club House,Mule,8,40,2019-01-23 13:52:21
Dog House,Mule,0,49,2019-01-23 13:52:21
Tree House,Pig,0,89,2019-01-23 13:52:21
Den,Dog,8,36,2019-01-23 13:52:21
Tree House,Mule,0,91,2019-01-23 13:52:21
Dining Room,Tiburon,8,57,2019-01-23 13:52:21
Abuelita's Studio,Dog,8,20,2019-01-23 13:52:21
Home Gym,Horse,8,5,2019-01-23 13:52:21
Room,Iguana,0,75,2019-01-23 13:52:21
Abuelita's Studio,Weasle,8,63,2019-01-23 13:52:21
Tree House,Mule,0,95,2019-01-23 13:52:21
Home Gym,Mule,8,22,2019-01-23 13:52:21
Sauna,Chupacabra,0,72,2019-01-23 13:52:21
Sauna,Rana,0,30,2019-01-23 13:52:21
Coat Room,Tiburon,8,39,2019-01-23 13:52:21
Shower,Aardvark,0,39,2019-01-23 13:52:21
Tree House,Cat,8,51,2019-01-23 13:52:21
Sauna,Horse,0,70,2019-01-23 13:52:21
Abuelita's Studio,Cat,0,84,2019-01-23 13:52:21
Room,Pig,0,32,2019-01-23 13:52:21
Abuelita's Studio,Tiburon,0,6,2019-01-23 13:52:21
Room,Cat,8,38,2019-01-23 13:52:21
Kitchen,Pig,0,0,2019-01-23 13:52:21
Sauna,Culebra,8,2,2019-01-23 13:52:21
Tree House,Mariposa,0,52,2019-01-23 13:52:21
Room,Horse,8,13,2019-01-23 13:52:21
Sauna,Aardvark,8,2,2019-01-23 13:52:21
Sauna,Cat,0,50,2019-01-23 13:52:21
Room,Aardvark,8,93,2019-01-23 13:52:21
Avery,Chupacabra,0,55,2019-01-23 13:52:21
Club House,Iguana,8,48,2019-01-23 13:52:21
Avery,Pig,0,71,2019-01-23 13:52:21
Closet,Dog,8,94,2019-01-23 13:52:21
Den,Chupacabra,0,89,2019-01-23 13:52:21
Dining Room,Tiburon,8,98,2019-01-23 13:52:21
Home Gym,Chupacabra,8,92,2019-01-23 13:52:21
Shower,Cat,0,22,2019-01-23 13:52:21
Den,Rana,8,8,2019-01-23 13:52:21
Sauna,Dog,8,51,2019-01-23 13:52:21
Patio,Cat,8,43,2019-01-23 13:52:21
Shower,Culebra,0,28,2019-01-23 13:52:21
Tree House,Tiburon,0,29,2019-01-23 13:52:21
Home Gym,Iguana,8,44,2019-01-23 13:52:21
Den,Cat,8,13,2019-01-23 13:52:21
Closet,Cat,0,76,2019-01-23 13:52:21
Avery,Tiburon,0,24,2019-01-23 13:52:21
Abuelita's Studio,Mariposa,0,15,2019-01-23 13:52:21
Den,Culebra,0,73,2019-01-23 13:52:21
Room,Tiburon,8,83,2019-01-23 13:52:21
Club House,Rana,8,97,2019-01-23 13:52:21
Shower,Iguana,8,33,2019-01-23 13:52:21
Home Gym,Mariposa,0,93,2019-01-23 13:52:21
Dog House,Tiburon,0,11,2019-01-23 13:52:21
Patio,Mariposa,0,76,2019-01-23 13:52:21
Tree House,Cat,8,45,2019-01-23 13:52:21
Club House,Mariposa,0,54,2019-01-23 13:52:21
Tree House,Aardvark,0,2,2019-01-23 13:52:21
Dog House,Horse,0,3,2019-01-23 13:52:21
Shower,Mariposa,0,31,2019-01-23 13:52:21
Home Gym,Cat,0,85,2019-01-23 13:52:21
Coat Room,Weasle,0,91,2019-01-23 13:52:21
Dining Room,Tiburon,8,48,2019-01-23 13:52:21
Coat Room,Mule,0,69,2019-01-23 13:52:21
Coat Room,Horse,8,14,2019-01-23 13:52:21
Club House,Aardvark,8,53,2019-01-23 13:52:21
Closet,Tiburon,0,64,2019-01-23 13:52:21
Patio,Horse,0,81,2019-01-23 13:52:21
Kitchen,Dog,0,79,2019-01-23 13:52:21
Den,Cat,0,85,2019-01-23 13:52:21
Den,Cat,0,46,2019-01-23 13:52:21
Tree House,Horse,8,66,2019-01-23 13:52:21
Den,Culebra,0,48,2019-01-23 13:52:21
Club House,Aardvark,8,41,2019-01-23 13:52:21
Home Gym,Horse,0,96,2019-01-23 13:52:21
Kitchen,Iguana,0,27,2019-01-23 13:52:21
Abuelita's Studio,Cat,0,46,2019-01-23 13:52:21
Avery,Mule,8,87,2019-01-23 13:52:21
Dining Room,Horse,8,94,2019-01-23 13:52:21
Dining Room,Mariposa,8,29,2019-01-23 13:52:21
Abuelita's Studio,Rana,0,70,2019-01-23 13:52:21
Den,Mule,8,64,2019-01-23 13:52:21
Patio,Weasle,0,0,2019-01-23 13:52:21
Den,Dog,0,88,2019-01-23 13:52:21
Sauna,Mariposa,8,90,2019-01-23 13:52:21
Room,Mariposa,0,80,2019-01-23 13:52:21
Room,Cat,0,66,2019-01-23 13:52:21
Kitchen,Mariposa,0,9,2019-01-23 13:52:21
Patio,Weasle,0,37,2019-01-23 13:52:21
Home Gym,Aardvark,0,36,2019-01-23 13:52:21
Avery,Rana,0,42,2019-01-23 13:52:21
Patio,Aardvark,8,16,2019-01-23 13:52:21
Dining Room,Horse,0,93,2019-01-23 13:52:21
Kitchen,Dog,8,75,2019-01-23 13:52:21
Coat Room,Chupacabra,8,13,2019-01-23 13:52:21
Shower,Chupacabra,0,30,2019-01-23 13:52:21
Room,Mariposa,8,45,2019-01-23 13:52:21
Kitchen,Mariposa,8,88,2019-01-23 13:52:21
Sauna,Iguana,8,46,2019-01-23 13:52:21
Kitchen,Mule,0,63,2019-01-23 13:52:21
Dog House,Weasle,0,26,2019-01-23 13:52:21
Tree House,Rana,0,90,2019-01-23 13:52:21
Closet,Mariposa,8,24,2019-01-23 13:52:21
Club House,Tiburon,0,40,2019-01-23 13:52:21
Patio,Aardvark,0,48,2019-01-23 13:52:21
Abuelita's Studio,Mariposa,8,73,2019-01-23 13:52:21
Avery,Cat,8,39,2019-01-23 13:52:21
Kitchen,Chupacabra,0,44,2019-01-23 13:52:21
Shower,Pig,0,7,2019-01-23 13:52:21
Sauna,Aardvark,0,40,2019-01-23 13:52:21
Avery,Mule,0,72,2019-01-23 13:52:21
Closet,Horse,0,45,2019-01-23 13:52:21
Coat Room,Dog,8,71,2019-01-23 13:52:21
Tree House,Weasle,0,27,2019-01-23 13:52:21
Dog House,Weasle,8,25,2019-01-23 13:52:21
Dog House,Horse,8,35,2019-01-23 13:52:21
Den,Mule,0,2,2019-01-23 13:52:21
Abuelita's Studio,Chupacabra,8,27,2019-01-23 13:52:21
Patio,Mariposa,0,72,2019-01-23 13:52:21
Den,Horse,0,92,2019-01-23 13:52:21
Kitchen,Culebra,0,76,2019-01-23 13:52:21
Home Gym,Weasle,0,45,2019-01-23 13:52:21
Sauna,Cat,8,93,2019-01-23 13:52:21
Home Gym,Horse,8,83,2019-01-23 13:52:21
Closet,Dog,8,66,2019-01-23 13:52:21
Room,Cat,8,68,2019-01-23 13:52:21
Abuelita's Studio,Weasle,0,54,2019-01-23 13:52:21
Home Gym,Dog,0,66,2019-01-23 13:52:21
Home Gym,Mule,8,41,2019-01-23 13:52:21
Patio,Iguana,0,27,2019-01-23 13:52:21
Tree House,Weasle,8,57,2019-01-23 13:52:21
Club House,Rana,0,64,2019-01-23 13:52:21
Kitchen,Cat,8,92,2019-01-23 13:52:21
Club House,Rana,8,84,2019-01-23 13:52:21
Coat Room,Rana,8,83,2019-01-23 13:52:21
Sauna,Chupacabra,0,24,2019-01-23 13:52:21
Coat Room,Cat,0,94,2019-01-23 13:52:21
Club House,Rana,0,88,2019-01-23 13:52:21
Shower,Culebra,0,34,2019-01-23 13:52:21
Abuelita's Studio,Dog,0,66,2019-01-23 13:52:21
Closet,Rana,0,79,2019-01-23 13:52:21
Shower,Aardvark,0,35,2019-01-23 13:52:21
Room,Mule,0,87,2019-01-23 13:52:21
Kitchen,Aardvark,8,14,2019-01-23 13:52:21
Patio,Rana,8,30,2019-01-23 13:52:21
Shower,Tiburon,8,6,2019-01-23 13:52:21
Home Gym,Tiburon,0,7,2019-01-23 13:52:21
Kitchen,Iguana,8,13,2019-01-23 13:52:21
Club House,Aardvark,8,18,2019-01-23 13:52:21
Home Gym,Horse,0,77,2019-01-23 13:52:21
Shower,Culebra,8,36,2019-01-23 13:52:21
Den,Pig,8,48,2019-01-23 13:52:21
Coat Room,Culebra,0,10,2019-01-23 13:52:21
Kitchen,Chupacabra,8,57,2019-01-23 13:52:21
Sauna,Weasle,0,10,2019-01-23 13:52:21
Dog House,Dog,0,46,2019-01-23 13:52:21
Coat Room,Iguana,8,39,2019-01-23 13:52:21
Closet,Cat,8,91,2019-01-23 13:52:21
Tree House,Mariposa,8,30,2019-01-23 13:52:21
Shower,Iguana,8,7,2019-01-23 13:52:21
Kitchen,Dog,8,91,2019-01-23 13:52:21
Coat Room,Mule,0,94,2019-01-23 13:52:21
Dog House,Aardvark,8,86,2019-01-23 13:52:21
Club House,Culebra,0,29,2019-01-23 13:52:21
Tree House,Rana,0,71,2019-01-23 13:52:21
Dog House,Dog,8,97,2019-01-23 13:52:21
Closet,Mariposa,8,69,2019-01-23 13:52:21
Dog House,Tiburon,8,67,2019-01-23 13:52:21
Dining Room,Cat,0,77,2019-01-23 13:52:21
Den,Horse,0,61,2019-01-23 13:52:21
Dining Room,Dog,8,49,2019-01-23 13:52:21
Club House,Culebra,8,54,2019-01-23 13:52:21
Dog House,Weasle,8,89,2019-01-23 13:52:21
Dining Room,Iguana,0,22,2019-01-23 13:52:21
Tree House,Iguana,0,95,2019-01-23 13:52:21
Club House,Mule,8,18,2019-01-23 13:52:21
Home Gym,Cat,8,84,2019-01-23 13:52:21
Shower,Horse,8,4,2019-01-23 13:52:21
Avery,Cat,8,13,2019-01-23 13:52:21
Shower,Chupacabra,0,5,2019-01-23 13:52:21
Den,Rana,8,88,2019-01-23 13:52:21
Kitchen,Iguana,8,59,2019-01-23 13:52:21
Avery,Pig,0,13,2019-01-23 13:52:21
Patio,Horse,0,95,2019-01-23 13:52:21
Sauna,Cat,8,17,2019-01-23 13:52:21
Room,Chupacabra,0,28,2019-01-23 13:52:21
Closet,Chupacabra,0,90,2019-01-23 13:52:21
Avery,Rana,8,6,2019-01-23 13:52:21
Den,Chupacabra,0,80,2019-01-23 13:52:21
Coat Room,Culebra,0,83,2019-01-23 13:52:21
Dining Room,Weasle,0,0,2019-01-23 13:52:21
Dining Room,Cat,0,56,2019-01-23 13:52:21
Room,Weasle,8,59,2019-01-23 13:52:21
Dog House,Cat,0,49,2019-01-23 13:52:21
Avery,Aardvark,8,62,2019-01-23 13:52:21
Sauna,Mariposa,8,95,2019-01-23 13:52:21
Sauna,Dog,0,69,2019-01-23 13:52:21
Shower,Cat,8,43,2019-01-23 13:52:21
Club House,Rana,0,65,2019-01-23 13:52:21
Sauna,Mule,8,46,2019-01-23 13:52:21
Avery,Tiburon,8,60,2019-01-23 13:52:21
Home Gym,Iguana,0,50,2019-01-23 13:52:21
Avery,Horse,8,70,2019-01-23 13:52:21
Abuelita's Studio,Iguana,0,0,2019-01-23 13:52:21
Room,Mariposa,0,50,2019-01-23 13:52:21
Abuelita's Studio,Chupacabra,0,31,2019-01-23 13:52:21
