Facility,Description,Result,Minutes_elapsed,Time_stamp
Avery,Rana,8,88,2019-01-09 19:41:06
Tree House,Tiburon,0,71,2019-01-09 19:41:06
Club House,Weasle,8,47,2019-01-09 19:41:06
Dining Room,Mule,8,39,2019-01-09 19:41:06
Closet,Chupacabra,0,45,2019-01-09 19:41:06
Den,Mule,0,13,2019-01-09 19:41:06
Room,Iguana,8,59,2019-01-09 19:41:06
Abuelita's Studio,Pig,8,30,2019-01-09 19:41:06
Avery,Iguana,8,18,2019-01-09 19:41:06
Avery,Rana,0,19,2019-01-09 19:41:06
Dining Room,Aardvark,0,72,2019-01-09 19:41:06
Dog House,Tiburon,8,45,2019-01-09 19:41:06
Shower,Aardvark,8,41,2019-01-09 19:41:06
Dog House,Iguana,8,77,2019-01-09 19:41:06
Abuelita's Studio,Rana,8,82,2019-01-09 19:41:06
Sauna,Tiburon,0,33,2019-01-09 19:41:06
Dining Room,Chupacabra,0,69,2019-01-09 19:41:06
Home Gym,Pig,8,32,2019-01-09 19:41:06
Home Gym,Horse,0,69,2019-01-09 19:41:06
Dog House,Horse,0,87,2019-01-09 19:41:06
Avery,Culebra,0,17,2019-01-09 19:41:06
Abuelita's Studio,Culebra,8,36,2019-01-09 19:41:06
Room,Aardvark,8,81,2019-01-09 19:41:06
Coat Room,Culebra,8,35,2019-01-09 19:41:06
Dog House,Iguana,0,14,2019-01-09 19:41:06
Tree House,Mariposa,0,92,2019-01-09 19:41:06
Den,Iguana,0,54,2019-01-09 19:41:06
Coat Room,Aardvark,0,51,2019-01-09 19:41:06
Coat Room,Mule,8,74,2019-01-09 19:41:06
Room,Pig,8,81,2019-01-09 19:41:06
Patio,Iguana,0,20,2019-01-09 19:41:06
Room,Weasle,8,6,2019-01-09 19:41:06
Dog House,Rana,0,52,2019-01-09 19:41:06
Kitchen,Dog,0,56,2019-01-09 19:41:06
Club House,Rana,0,27,2019-01-09 19:41:06
Dog House,Iguana,0,45,2019-01-09 19:41:06
Abuelita's Studio,Iguana,8,53,2019-01-09 19:41:06
Dining Room,Cat,8,37,2019-01-09 19:41:06
Avery,Pig,8,34,2019-01-09 19:41:06
Home Gym,Mule,0,24,2019-01-09 19:41:06
Dog House,Rana,8,32,2019-01-09 19:41:06
Dog House,Dog,0,87,2019-01-09 19:41:06
Shower,Aardvark,8,36,2019-01-09 19:41:06
Avery,Culebra,0,6,2019-01-09 19:41:06
Sauna,Mariposa,0,18,2019-01-09 19:41:06
Room,Dog,8,35,2019-01-09 19:41:06
Coat Room,Mule,0,25,2019-01-09 19:41:06
Dog House,Chupacabra,8,73,2019-01-09 19:41:06
Kitchen,Iguana,0,35,2019-01-09 19:41:06
Room,Mariposa,8,92,2019-01-09 19:41:06
Coat Room,Mariposa,0,30,2019-01-09 19:41:06
Kitchen,Dog,0,4,2019-01-09 19:41:06
Dog House,Mariposa,8,48,2019-01-09 19:41:06
Closet,Pig,0,68,2019-01-09 19:41:06
Tree House,Horse,0,37,2019-01-09 19:41:06
Patio,Pig,0,85,2019-01-09 19:41:06
Den,Chupacabra,8,70,2019-01-09 19:41:06
Shower,Chupacabra,0,11,2019-01-09 19:41:06
Dining Room,Tiburon,0,56,2019-01-09 19:41:06
Den,Iguana,0,53,2019-01-09 19:41:06
Room,Culebra,8,85,2019-01-09 19:41:06
Abuelita's Studio,Rana,8,36,2019-01-09 19:41:06
Coat Room,Weasle,0,10,2019-01-09 19:41:06
Shower,Chupacabra,0,8,2019-01-09 19:41:06
Tree House,Mule,8,54,2019-01-09 19:41:06
Dining Room,Culebra,8,97,2019-01-09 19:41:06
Shower,Iguana,8,77,2019-01-09 19:41:06
Home Gym,Pig,0,73,2019-01-09 19:41:06
Avery,Horse,8,58,2019-01-09 19:41:06
Dog House,Cat,8,6,2019-01-09 19:41:06
Club House,Cat,8,56,2019-01-09 19:41:06
Dining Room,Culebra,0,1,2019-01-09 19:41:06
Abuelita's Studio,Aardvark,0,40,2019-01-09 19:41:06
Room,Mariposa,0,49,2019-01-09 19:41:06
Closet,Cat,8,54,2019-01-09 19:41:06
Patio,Weasle,0,44,2019-01-09 19:41:06
Tree House,Rana,0,86,2019-01-09 19:41:06
Patio,Iguana,8,41,2019-01-09 19:41:06
Patio,Tiburon,0,5,2019-01-09 19:41:06
Kitchen,Aardvark,8,64,2019-01-09 19:41:06
Avery,Chupacabra,8,53,2019-01-09 19:41:06
Home Gym,Iguana,0,26,2019-01-09 19:41:06
Club House,Aardvark,8,66,2019-01-09 19:41:06
Kitchen,Aardvark,0,25,2019-01-09 19:41:06
Shower,Weasle,8,3,2019-01-09 19:41:06
Sauna,Rana,8,46,2019-01-09 19:41:06
Patio,Culebra,8,94,2019-01-09 19:41:06
Den,Tiburon,0,79,2019-01-09 19:41:06
Club House,Cat,8,24,2019-01-09 19:41:06
Den,Dog,0,60,2019-01-09 19:41:06
Dining Room,Culebra,8,26,2019-01-09 19:41:06
Den,Iguana,8,69,2019-01-09 19:41:06
Room,Mule,8,33,2019-01-09 19:41:06
Avery,Mule,8,6,2019-01-09 19:41:06
Patio,Mariposa,0,42,2019-01-09 19:41:06
Abuelita's Studio,Pig,0,13,2019-01-09 19:41:06
Dining Room,Dog,8,93,2019-01-09 19:41:06
Dining Room,Weasle,0,6,2019-01-09 19:41:06
Closet,Culebra,8,24,2019-01-09 19:41:06
Abuelita's Studio,Horse,0,0,2019-01-09 19:41:06
Den,Tiburon,0,94,2019-01-09 19:41:06
Abuelita's Studio,Cat,0,97,2019-01-09 19:41:06
Home Gym,Mariposa,8,33,2019-01-09 19:41:06
Abuelita's Studio,Pig,8,40,2019-01-09 19:41:06
Tree House,Weasle,0,55,2019-01-09 19:41:06
Kitchen,Dog,8,74,2019-01-09 19:41:06
Kitchen,Mule,8,53,2019-01-09 19:41:06
Tree House,Cat,8,23,2019-01-09 19:41:06
Abuelita's Studio,Tiburon,0,35,2019-01-09 19:41:06
Kitchen,Aardvark,8,62,2019-01-09 19:41:06
Dog House,Rana,0,85,2019-01-09 19:41:06
Coat Room,Culebra,0,33,2019-01-09 19:41:06
Coat Room,Aardvark,0,41,2019-01-09 19:41:06
Dog House,Iguana,8,39,2019-01-09 19:41:06
Patio,Tiburon,0,84,2019-01-09 19:41:06
Kitchen,Tiburon,0,28,2019-01-09 19:41:06
Den,Dog,0,69,2019-01-09 19:41:06
Closet,Iguana,8,34,2019-01-09 19:41:06
Home Gym,Horse,8,40,2019-01-09 19:41:06
Avery,Pig,8,99,2019-01-09 19:41:06
Closet,Cat,0,74,2019-01-09 19:41:06
Coat Room,Culebra,8,49,2019-01-09 19:41:06
Shower,Chupacabra,8,15,2019-01-09 19:41:06
Tree House,Horse,0,5,2019-01-09 19:41:06
Dining Room,Aardvark,8,9,2019-01-09 19:41:06
Coat Room,Pig,8,71,2019-01-09 19:41:06
Closet,Mariposa,0,16,2019-01-09 19:41:06
Coat Room,Mariposa,0,70,2019-01-09 19:41:06
Patio,Aardvark,8,62,2019-01-09 19:41:06
Coat Room,Horse,8,92,2019-01-09 19:41:06
Shower,Iguana,0,26,2019-01-09 19:41:06
Tree House,Culebra,8,59,2019-01-09 19:41:06
Sauna,Weasle,8,5,2019-01-09 19:41:06
Avery,Cat,8,8,2019-01-09 19:41:06
Sauna,Mule,0,27,2019-01-09 19:41:06
Tree House,Mariposa,8,89,2019-01-09 19:41:06
Room,Weasle,8,31,2019-01-09 19:41:06
Avery,Rana,8,14,2019-01-09 19:41:06
Kitchen,Culebra,8,59,2019-01-09 19:41:06
Den,Cat,0,52,2019-01-09 19:41:06
Dog House,Mule,0,32,2019-01-09 19:41:06
Kitchen,Mule,8,71,2019-01-09 19:41:06
Club House,Horse,8,40,2019-01-09 19:41:06
Tree House,Culebra,0,63,2019-01-09 19:41:06
Dining Room,Chupacabra,0,60,2019-01-09 19:41:06
Room,Culebra,0,42,2019-01-09 19:41:06
Avery,Mule,8,26,2019-01-09 19:41:06
Room,Culebra,8,15,2019-01-09 19:41:06
Avery,Rana,0,78,2019-01-09 19:41:06
Room,Mariposa,8,44,2019-01-09 19:41:06
Home Gym,Dog,0,17,2019-01-09 19:41:06
Avery,Cat,8,94,2019-01-09 19:41:06
Room,Weasle,8,20,2019-01-09 19:41:06
Patio,Tiburon,8,86,2019-01-09 19:41:06
Tree House,Mule,0,25,2019-01-09 19:41:06
Coat Room,Horse,8,3,2019-01-09 19:41:06
Abuelita's Studio,Mariposa,8,52,2019-01-09 19:41:06
Tree House,Aardvark,8,97,2019-01-09 19:41:06
Dining Room,Aardvark,0,76,2019-01-09 19:41:06
Tree House,Tiburon,0,56,2019-01-09 19:41:06
Sauna,Weasle,0,50,2019-01-09 19:41:06
Coat Room,Pig,0,15,2019-01-09 19:41:06
Sauna,Culebra,0,27,2019-01-09 19:41:06
Coat Room,Mule,8,72,2019-01-09 19:41:06
Avery,Weasle,8,37,2019-01-09 19:41:06
Avery,Mule,0,79,2019-01-09 19:41:06
Abuelita's Studio,Mule,8,59,2019-01-09 19:41:06
Dining Room,Pig,0,78,2019-01-09 19:41:06
Shower,Chupacabra,0,87,2019-01-09 19:41:06
Coat Room,Dog,0,84,2019-01-09 19:41:06
Kitchen,Culebra,0,6,2019-01-09 19:41:06
Home Gym,Chupacabra,8,41,2019-01-09 19:41:06
Coat Room,Aardvark,0,36,2019-01-09 19:41:06
Den,Horse,0,60,2019-01-09 19:41:06
Sauna,Pig,0,29,2019-01-09 19:41:06
Tree House,Horse,8,82,2019-01-09 19:41:06
Home Gym,Mule,0,1,2019-01-09 19:41:06
Home Gym,Culebra,8,70,2019-01-09 19:41:06
Sauna,Cat,8,84,2019-01-09 19:41:06
Closet,Chupacabra,0,84,2019-01-09 19:41:06
Abuelita's Studio,Pig,8,94,2019-01-09 19:41:06
Dining Room,Aardvark,0,20,2019-01-09 19:41:06
Patio,Tiburon,8,63,2019-01-09 19:41:06
Den,Rana,8,26,2019-01-09 19:41:06
Patio,Mule,8,8,2019-01-09 19:41:06
Patio,Iguana,0,46,2019-01-09 19:41:06
Shower,Tiburon,8,71,2019-01-09 19:41:06
Dining Room,Mule,0,83,2019-01-09 19:41:06
Patio,Mariposa,0,93,2019-01-09 19:41:06
Shower,Mariposa,0,68,2019-01-09 19:41:06
Home Gym,Rana,8,93,2019-01-09 19:41:06
Dog House,Pig,8,17,2019-01-09 19:41:06
Club House,Mariposa,0,88,2019-01-09 19:41:06
Kitchen,Rana,0,35,2019-01-09 19:41:06
Den,Aardvark,0,4,2019-01-09 19:41:06
Dog House,Horse,0,1,2019-01-09 19:41:06
Tree House,Horse,8,67,2019-01-09 19:41:06
Club House,Cat,8,96,2019-01-09 19:41:06
Patio,Dog,0,20,2019-01-09 19:41:06
Closet,Rana,0,35,2019-01-09 19:41:06
Home Gym,Horse,8,66,2019-01-09 19:41:06
Sauna,Iguana,0,0,2019-01-09 19:41:06
Abuelita's Studio,Dog,8,43,2019-01-09 19:41:06
Kitchen,Cat,0,89,2019-01-09 19:41:06
Tree House,Aardvark,8,99,2019-01-09 19:41:06
Home Gym,Pig,0,12,2019-01-09 19:41:06
Den,Dog,0,57,2019-01-09 19:41:06
Dining Room,Iguana,0,15,2019-01-09 19:41:06
Dining Room,Horse,0,51,2019-01-09 19:41:06
Dog House,Weasle,8,77,2019-01-09 19:41:06
Tree House,Mariposa,8,30,2019-01-09 19:41:06
Shower,Iguana,8,40,2019-01-09 19:41:06
Tree House,Mule,8,90,2019-01-09 19:41:06
Avery,Weasle,0,9,2019-01-09 19:41:06
Club House,Chupacabra,8,51,2019-01-09 19:41:06
Home Gym,Tiburon,8,13,2019-01-09 19:41:06
Sauna,Tiburon,8,86,2019-01-09 19:41:06
Avery,Iguana,8,55,2019-01-09 19:41:06
Room,Culebra,0,29,2019-01-09 19:41:06
Club House,Aardvark,0,1,2019-01-09 19:41:06
Tree House,Tiburon,8,99,2019-01-09 19:41:06
Coat Room,Chupacabra,0,30,2019-01-09 19:41:06
Dining Room,Cat,0,43,2019-01-09 19:41:06
Avery,Horse,0,5,2019-01-09 19:41:06
Dog House,Dog,0,21,2019-01-09 19:41:06
Closet,Aardvark,0,19,2019-01-09 19:41:06
Tree House,Rana,8,86,2019-01-09 19:41:06
Home Gym,Tiburon,0,28,2019-01-09 19:41:06
Room,Dog,8,15,2019-01-09 19:41:06
Avery,Weasle,0,57,2019-01-09 19:41:06
Sauna,Horse,8,6,2019-01-09 19:41:06
Abuelita's Studio,Aardvark,8,79,2019-01-09 19:41:06
Home Gym,Pig,8,85,2019-01-09 19:41:06
Abuelita's Studio,Tiburon,8,76,2019-01-09 19:41:06
Home Gym,Chupacabra,0,84,2019-01-09 19:41:06
