Facility,Description,Result,Minutes_elapsed,Time_stamp
Shower,Dog,8,32,2019-01-23 12:49:32
Closet,Horse,8,17,2019-01-23 12:49:32
Dog House,Weasle,0,53,2019-01-23 12:49:32
Coat Room,Mule,0,99,2019-01-23 12:49:32
Shower,Dog,8,27,2019-01-23 12:49:32
Room,Mule,0,75,2019-01-23 12:49:32
Abuelita's Studio,Mule,8,59,2019-01-23 12:49:32
Home Gym,Chupacabra,0,71,2019-01-23 12:49:32
Coat Room,Aardvark,0,48,2019-01-23 12:49:32
Avery,Weasle,0,55,2019-01-23 12:49:32
Patio,Cat,8,16,2019-01-23 12:49:32
Tree House,Weasle,0,77,2019-01-23 12:49:32
Abuelita's Studio,Cat,0,66,2019-01-23 12:49:32
Kitchen,Culebra,0,32,2019-01-23 12:49:32
Closet,Iguana,8,52,2019-01-23 12:49:32
Shower,Rana,8,67,2019-01-23 12:49:32
Room,Pig,8,29,2019-01-23 12:49:32
Dog House,Mule,0,75,2019-01-23 12:49:32
Abuelita's Studio,Iguana,0,64,2019-01-23 12:49:32
Patio,Horse,0,44,2019-01-23 12:49:32
Sauna,Aardvark,0,71,2019-01-23 12:49:32
Home Gym,Rana,0,49,2019-01-23 12:49:32
Abuelita's Studio,Chupacabra,0,83,2019-01-23 12:49:32
Avery,Cat,0,45,2019-01-23 12:49:32
Dog House,Culebra,8,4,2019-01-23 12:49:32
Tree House,Weasle,8,42,2019-01-23 12:49:32
Coat Room,Mariposa,0,23,2019-01-23 12:49:32
Shower,Iguana,0,60,2019-01-23 12:49:32
Dining Room,Pig,0,79,2019-01-23 12:49:32
Club House,Dog,0,68,2019-01-23 12:49:32
Den,Chupacabra,0,61,2019-01-23 12:49:32
Club House,Tiburon,8,12,2019-01-23 12:49:32
Club House,Dog,8,77,2019-01-23 12:49:32
Tree House,Pig,8,86,2019-01-23 12:49:32
Sauna,Mariposa,8,59,2019-01-23 12:49:32
Den,Pig,0,45,2019-01-23 12:49:32
Tree House,Culebra,0,44,2019-01-23 12:49:32
Dining Room,Aardvark,0,94,2019-01-23 12:49:32
Dining Room,Culebra,8,5,2019-01-23 12:49:32
Closet,Culebra,8,15,2019-01-23 12:49:32
Dining Room,Rana,0,38,2019-01-23 12:49:32
Kitchen,Mule,0,66,2019-01-23 12:49:32
Club House,Mule,8,93,2019-01-23 12:49:32
Dining Room,Dog,8,23,2019-01-23 12:49:32
Abuelita's Studio,Chupacabra,8,33,2019-01-23 12:49:32
Coat Room,Horse,8,24,2019-01-23 12:49:32
Den,Horse,0,82,2019-01-23 12:49:32
Den,Pig,0,94,2019-01-23 12:49:32
Sauna,Pig,8,45,2019-01-23 12:49:32
Coat Room,Mule,8,51,2019-01-23 12:49:32
Avery,Horse,0,19,2019-01-23 12:49:32
Den,Aardvark,8,47,2019-01-23 12:49:32
Sauna,Horse,8,82,2019-01-23 12:49:32
Dining Room,Chupacabra,8,60,2019-01-23 12:49:32
Dining Room,Weasle,8,99,2019-01-23 12:49:32
Kitchen,Dog,8,33,2019-01-23 12:49:32
Abuelita's Studio,Pig,0,38,2019-01-23 12:49:32
Home Gym,Chupacabra,8,68,2019-01-23 12:49:32
Tree House,Aardvark,0,84,2019-01-23 12:49:32
Dog House,Culebra,0,91,2019-01-23 12:49:32
Tree House,Rana,0,99,2019-01-23 12:49:32
Dining Room,Mule,0,38,2019-01-23 12:49:32
Abuelita's Studio,Iguana,8,40,2019-01-23 12:49:32
Room,Weasle,8,62,2019-01-23 12:49:32
Room,Chupacabra,8,69,2019-01-23 12:49:32
Room,Iguana,0,32,2019-01-23 12:49:32
Patio,Mule,0,18,2019-01-23 12:49:32
Den,Chupacabra,8,92,2019-01-23 12:49:32
Closet,Chupacabra,8,94,2019-01-23 12:49:32
Home Gym,Aardvark,0,12,2019-01-23 12:49:32
Club House,Chupacabra,8,88,2019-01-23 12:49:32
Home Gym,Rana,8,33,2019-01-23 12:49:32
Closet,Rana,0,17,2019-01-23 12:49:32
Dog House,Cat,8,16,2019-01-23 12:49:32
Coat Room,Weasle,8,16,2019-01-23 12:49:32
Abuelita's Studio,Horse,0,99,2019-01-23 12:49:32
Room,Dog,0,66,2019-01-23 12:49:32
Abuelita's Studio,Mule,8,44,2019-01-23 12:49:32
Closet,Iguana,0,5,2019-01-23 12:49:32
Abuelita's Studio,Pig,8,64,2019-01-23 12:49:32
Abuelita's Studio,Weasle,0,48,2019-01-23 12:49:32
Abuelita's Studio,Chupacabra,0,29,2019-01-23 12:49:32
Shower,Iguana,8,40,2019-01-23 12:49:32
Patio,Culebra,0,66,2019-01-23 12:49:32
Tree House,Chupacabra,0,95,2019-01-23 12:49:32
Sauna,Weasle,0,2,2019-01-23 12:49:32
Den,Dog,0,8,2019-01-23 12:49:32
Coat Room,Pig,8,30,2019-01-23 12:49:32
Coat Room,Rana,8,14,2019-01-23 12:49:32
Shower,Chupacabra,8,67,2019-01-23 12:49:32
Dog House,Chupacabra,0,66,2019-01-23 12:49:32
Closet,Horse,0,57,2019-01-23 12:49:32
Dining Room,Rana,8,54,2019-01-23 12:49:32
Patio,Pig,8,58,2019-01-23 12:49:32
Avery,Aardvark,0,77,2019-01-23 12:49:32
Shower,Mariposa,8,11,2019-01-23 12:49:32
Club House,Horse,8,83,2019-01-23 12:49:32
Den,Culebra,8,72,2019-01-23 12:49:32
Sauna,Chupacabra,8,77,2019-01-23 12:49:32
Den,Mule,0,67,2019-01-23 12:49:32
Coat Room,Chupacabra,0,40,2019-01-23 12:49:32
Shower,Mariposa,8,34,2019-01-23 12:49:32
Coat Room,Tiburon,8,98,2019-01-23 12:49:32
Club House,Weasle,8,70,2019-01-23 12:49:32
Patio,Cat,0,40,2019-01-23 12:49:32
Tree House,Iguana,0,55,2019-01-23 12:49:32
Shower,Rana,8,77,2019-01-23 12:49:32
Closet,Horse,8,37,2019-01-23 12:49:32
Sauna,Horse,0,88,2019-01-23 12:49:32
Patio,Horse,8,93,2019-01-23 12:49:32
Room,Chupacabra,8,19,2019-01-23 12:49:32
Closet,Aardvark,8,16,2019-01-23 12:49:32
Sauna,Mariposa,8,24,2019-01-23 12:49:32
Sauna,Rana,8,11,2019-01-23 12:49:32
Dog House,Tiburon,0,38,2019-01-23 12:49:32
Shower,Mule,0,25,2019-01-23 12:49:32
Abuelita's Studio,Mule,8,66,2019-01-23 12:49:32
Kitchen,Culebra,0,61,2019-01-23 12:49:32
Den,Chupacabra,0,64,2019-01-23 12:49:32
Closet,Mule,0,80,2019-01-23 12:49:32
Shower,Horse,0,32,2019-01-23 12:49:32
Dog House,Mule,8,31,2019-01-23 12:49:32
Patio,Iguana,0,84,2019-01-23 12:49:32
Abuelita's Studio,Chupacabra,0,60,2019-01-23 12:49:32
Tree House,Cat,0,46,2019-01-23 12:49:32
Club House,Mariposa,0,42,2019-01-23 12:49:32
Den,Mule,0,79,2019-01-23 12:49:32
Tree House,Aardvark,8,37,2019-01-23 12:49:32
Home Gym,Weasle,0,91,2019-01-23 12:49:32
Coat Room,Tiburon,0,75,2019-01-23 12:49:32
Closet,Aardvark,0,37,2019-01-23 12:49:32
Room,Dog,0,62,2019-01-23 12:49:32
Dog House,Weasle,8,44,2019-01-23 12:49:32
Den,Rana,0,90,2019-01-23 12:49:32
Shower,Weasle,0,12,2019-01-23 12:49:32
Club House,Chupacabra,8,46,2019-01-23 12:49:32
Patio,Chupacabra,0,9,2019-01-23 12:49:32
Den,Pig,0,42,2019-01-23 12:49:32
Avery,Mule,8,33,2019-01-23 12:49:32
Abuelita's Studio,Pig,0,63,2019-01-23 12:49:32
Club House,Aardvark,0,18,2019-01-23 12:49:32
Abuelita's Studio,Weasle,0,77,2019-01-23 12:49:32
Dog House,Weasle,8,39,2019-01-23 12:49:32
Room,Dog,0,8,2019-01-23 12:49:32
Kitchen,Cat,0,70,2019-01-23 12:49:32
Avery,Tiburon,0,25,2019-01-23 12:49:32
Avery,Cat,0,88,2019-01-23 12:49:32
Shower,Dog,0,3,2019-01-23 12:49:32
Club House,Mule,8,0,2019-01-23 12:49:32
Dining Room,Weasle,0,13,2019-01-23 12:49:32
Patio,Tiburon,0,25,2019-01-23 12:49:32
Home Gym,Mule,8,12,2019-01-23 12:49:32
Dining Room,Cat,0,82,2019-01-23 12:49:32
Home Gym,Tiburon,0,22,2019-01-23 12:49:32
Shower,Dog,8,36,2019-01-23 12:49:32
Shower,Tiburon,8,45,2019-01-23 12:49:32
Dining Room,Chupacabra,0,45,2019-01-23 12:49:32
Club House,Aardvark,8,90,2019-01-23 12:49:32
Avery,Horse,0,84,2019-01-23 12:49:32
Dining Room,Rana,8,91,2019-01-23 12:49:32
Patio,Rana,0,76,2019-01-23 12:49:32
Tree House,Cat,8,2,2019-01-23 12:49:32
Dog House,Iguana,8,40,2019-01-23 12:49:32
Room,Pig,8,66,2019-01-23 12:49:32
Room,Cat,0,37,2019-01-23 12:49:32
Shower,Chupacabra,8,48,2019-01-23 12:49:32
Patio,Culebra,8,99,2019-01-23 12:49:32
Coat Room,Mariposa,0,40,2019-01-23 12:49:32
Avery,Weasle,8,58,2019-01-23 12:49:32
Home Gym,Aardvark,0,28,2019-01-23 12:49:32
Closet,Pig,8,28,2019-01-23 12:49:32
Dog House,Chupacabra,0,37,2019-01-23 12:49:32
Club House,Dog,8,41,2019-01-23 12:49:32
Tree House,Cat,0,35,2019-01-23 12:49:32
Closet,Pig,8,76,2019-01-23 12:49:32
Den,Mule,0,55,2019-01-23 12:49:32
Avery,Aardvark,0,8,2019-01-23 12:49:32
Home Gym,Mule,8,20,2019-01-23 12:49:32
Shower,Mariposa,0,10,2019-01-23 12:49:32
Shower,Dog,0,51,2019-01-23 12:49:32
Abuelita's Studio,Tiburon,0,52,2019-01-23 12:49:32
Coat Room,Aardvark,8,89,2019-01-23 12:49:32
Kitchen,Weasle,8,92,2019-01-23 12:49:32
Sauna,Weasle,8,17,2019-01-23 12:49:32
Dog House,Mule,0,50,2019-01-23 12:49:32
Sauna,Mule,0,3,2019-01-23 12:49:32
Kitchen,Iguana,0,15,2019-01-23 12:49:32
Dining Room,Mariposa,0,27,2019-01-23 12:49:32
Shower,Dog,0,30,2019-01-23 12:49:32
Patio,Chupacabra,0,9,2019-01-23 12:49:32
Avery,Dog,8,24,2019-01-23 12:49:32
Den,Weasle,0,7,2019-01-23 12:49:32
Patio,Aardvark,0,28,2019-01-23 12:49:32
Patio,Iguana,0,45,2019-01-23 12:49:32
Tree House,Dog,8,38,2019-01-23 12:49:32
Shower,Weasle,8,20,2019-01-23 12:49:32
Sauna,Cat,0,34,2019-01-23 12:49:32
Club House,Rana,8,30,2019-01-23 12:49:32
Closet,Cat,8,80,2019-01-23 12:49:32
Closet,Rana,8,33,2019-01-23 12:49:32
Den,Rana,8,69,2019-01-23 12:49:32
Avery,Mariposa,0,95,2019-01-23 12:49:32
Coat Room,Cat,8,30,2019-01-23 12:49:32
Closet,Rana,8,46,2019-01-23 12:49:32
Home Gym,Mariposa,0,91,2019-01-23 12:49:32
Club House,Dog,8,65,2019-01-23 12:49:32
Home Gym,Iguana,0,18,2019-01-23 12:49:32
Dog House,Iguana,0,29,2019-01-23 12:49:32
Coat Room,Weasle,8,84,2019-01-23 12:49:32
Coat Room,Aardvark,0,87,2019-01-23 12:49:32
Avery,Culebra,0,30,2019-01-23 12:49:32
Room,Rana,0,44,2019-01-23 12:49:32
Dining Room,Rana,8,5,2019-01-23 12:49:32
Coat Room,Mariposa,8,42,2019-01-23 12:49:32
Kitchen,Rana,0,73,2019-01-23 12:49:32
Dining Room,Aardvark,8,58,2019-01-23 12:49:32
Den,Weasle,0,76,2019-01-23 12:49:32
Shower,Tiburon,0,76,2019-01-23 12:49:32
Dining Room,Chupacabra,8,93,2019-01-23 12:49:32
Den,Cat,8,9,2019-01-23 12:49:32
Dining Room,Tiburon,8,91,2019-01-23 12:49:32
Home Gym,Mariposa,8,0,2019-01-23 12:49:32
Club House,Mariposa,8,96,2019-01-23 12:49:32
Room,Pig,0,54,2019-01-23 12:49:32
Tree House,Aardvark,0,3,2019-01-23 12:49:32
Avery,Aardvark,0,7,2019-01-23 12:49:32
Coat Room,Culebra,8,93,2019-01-23 12:49:32
Room,Chupacabra,0,84,2019-01-23 12:49:32
