Facility,Description,Result,Minutes_elapsed,Time_stamp
Avery,Aardvark,8,46,2019-01-09 19:45:16
Den,Tiburon,0,10,2019-01-09 19:45:16
Dining Room,Pig,8,96,2019-01-09 19:45:16
Kitchen,Mule,0,44,2019-01-09 19:45:16
Sauna,Mule,0,60,2019-01-09 19:45:16
Kitchen,Horse,0,28,2019-01-09 19:45:16
Club House,Pig,0,91,2019-01-09 19:45:16
Club House,Iguana,8,95,2019-01-09 19:45:16
Patio,Pig,8,62,2019-01-09 19:45:16
Tree House,Dog,8,69,2019-01-09 19:45:16
Club House,Dog,8,77,2019-01-09 19:45:16
Shower,Weasle,8,72,2019-01-09 19:45:16
Abuelita's Studio,Weasle,0,4,2019-01-09 19:45:16
Tree House,Weasle,0,40,2019-01-09 19:45:16
Dining Room,Tiburon,0,65,2019-01-09 19:45:16
Closet,Rana,0,59,2019-01-09 19:45:16
Patio,Weasle,0,27,2019-01-09 19:45:16
Abuelita's Studio,Weasle,8,45,2019-01-09 19:45:16
Dining Room,Chupacabra,8,26,2019-01-09 19:45:16
Coat Room,Mariposa,0,40,2019-01-09 19:45:16
Tree House,Horse,0,83,2019-01-09 19:45:16
Abuelita's Studio,Mule,8,50,2019-01-09 19:45:16
Abuelita's Studio,Horse,8,85,2019-01-09 19:45:16
Closet,Weasle,8,27,2019-01-09 19:45:16
Closet,Mule,8,20,2019-01-09 19:45:16
Shower,Culebra,8,70,2019-01-09 19:45:16
Abuelita's Studio,Dog,0,63,2019-01-09 19:45:16
Dining Room,Culebra,0,33,2019-01-09 19:45:16
Home Gym,Aardvark,8,8,2019-01-09 19:45:16
Closet,Mule,8,69,2019-01-09 19:45:16
Tree House,Iguana,8,50,2019-01-09 19:45:16
Coat Room,Mule,8,28,2019-01-09 19:45:16
Home Gym,Cat,0,7,2019-01-09 19:45:16
Home Gym,Horse,8,4,2019-01-09 19:45:16
Shower,Pig,0,45,2019-01-09 19:45:16
Abuelita's Studio,Iguana,0,3,2019-01-09 19:45:16
Sauna,Chupacabra,8,79,2019-01-09 19:45:16
Coat Room,Chupacabra,0,44,2019-01-09 19:45:16
Den,Weasle,8,87,2019-01-09 19:45:16
Patio,Weasle,0,65,2019-01-09 19:45:16
Shower,Dog,8,2,2019-01-09 19:45:16
Room,Mule,8,18,2019-01-09 19:45:16
Home Gym,Tiburon,8,87,2019-01-09 19:45:16
Den,Mule,8,61,2019-01-09 19:45:16
Abuelita's Studio,Rana,0,82,2019-01-09 19:45:16
Dining Room,Pig,8,77,2019-01-09 19:45:16
Avery,Cat,8,44,2019-01-09 19:45:16
Coat Room,Mariposa,8,19,2019-01-09 19:45:16
Dining Room,Aardvark,8,42,2019-01-09 19:45:16
Tree House,Dog,0,4,2019-01-09 19:45:16
Tree House,Cat,8,43,2019-01-09 19:45:16
Kitchen,Mule,0,59,2019-01-09 19:45:16
Kitchen,Culebra,8,4,2019-01-09 19:45:16
Coat Room,Aardvark,0,91,2019-01-09 19:45:16
Patio,Horse,8,4,2019-01-09 19:45:16
Room,Rana,8,15,2019-01-09 19:45:16
Closet,Culebra,8,99,2019-01-09 19:45:16
Dog House,Iguana,8,14,2019-01-09 19:45:16
Kitchen,Tiburon,0,21,2019-01-09 19:45:16
Dog House,Dog,8,84,2019-01-09 19:45:16
Sauna,Weasle,0,31,2019-01-09 19:45:16
Kitchen,Mariposa,0,68,2019-01-09 19:45:16
Den,Culebra,8,20,2019-01-09 19:45:16
Home Gym,Iguana,0,56,2019-01-09 19:45:16
Home Gym,Iguana,8,98,2019-01-09 19:45:16
Dog House,Tiburon,8,44,2019-01-09 19:45:16
Abuelita's Studio,Horse,0,33,2019-01-09 19:45:16
Patio,Pig,0,39,2019-01-09 19:45:16
Home Gym,Pig,8,56,2019-01-09 19:45:16
Dog House,Pig,8,93,2019-01-09 19:45:16
Closet,Horse,0,95,2019-01-09 19:45:16
Dining Room,Mule,8,49,2019-01-09 19:45:16
Room,Weasle,0,31,2019-01-09 19:45:16
Home Gym,Horse,0,14,2019-01-09 19:45:16
Tree House,Horse,8,7,2019-01-09 19:45:16
Sauna,Mule,8,3,2019-01-09 19:45:16
Kitchen,Mule,0,83,2019-01-09 19:45:16
Home Gym,Aardvark,0,34,2019-01-09 19:45:16
Closet,Chupacabra,0,81,2019-01-09 19:45:16
Home Gym,Aardvark,8,86,2019-01-09 19:45:16
Dining Room,Horse,0,94,2019-01-09 19:45:16
Closet,Mariposa,0,89,2019-01-09 19:45:16
Club House,Weasle,0,65,2019-01-09 19:45:16
Club House,Culebra,0,88,2019-01-09 19:45:16
Closet,Mariposa,8,90,2019-01-09 19:45:16
Coat Room,Mule,8,48,2019-01-09 19:45:16
Room,Iguana,0,52,2019-01-09 19:45:16
Sauna,Pig,8,82,2019-01-09 19:45:16
Coat Room,Weasle,8,61,2019-01-09 19:45:16
Patio,Cat,0,42,2019-01-09 19:45:16
Home Gym,Dog,0,89,2019-01-09 19:45:16
Den,Cat,8,82,2019-01-09 19:45:16
Closet,Iguana,0,66,2019-01-09 19:45:16
Club House,Mariposa,8,13,2019-01-09 19:45:16
Abuelita's Studio,Rana,0,11,2019-01-09 19:45:16
Den,Iguana,8,5,2019-01-09 19:45:16
Home Gym,Mule,0,53,2019-01-09 19:45:16
Tree House,Pig,8,72,2019-01-09 19:45:16
Avery,Weasle,0,93,2019-01-09 19:45:16
Home Gym,Mariposa,0,92,2019-01-09 19:45:16
Abuelita's Studio,Weasle,0,94,2019-01-09 19:45:16
Dog House,Weasle,0,18,2019-01-09 19:45:16
Home Gym,Culebra,0,59,2019-01-09 19:45:16
Shower,Mule,8,98,2019-01-09 19:45:16
Kitchen,Iguana,8,7,2019-01-09 19:45:16
Tree House,Weasle,0,14,2019-01-09 19:45:16
Shower,Aardvark,8,66,2019-01-09 19:45:16
Abuelita's Studio,Culebra,0,70,2019-01-09 19:45:16
Abuelita's Studio,Aardvark,8,16,2019-01-09 19:45:16
Coat Room,Rana,8,1,2019-01-09 19:45:16
Coat Room,Pig,8,9,2019-01-09 19:45:16
Home Gym,Pig,8,32,2019-01-09 19:45:16
Dining Room,Mule,0,69,2019-01-09 19:45:16
Closet,Horse,8,52,2019-01-09 19:45:16
Closet,Tiburon,0,17,2019-01-09 19:45:16
Home Gym,Iguana,0,29,2019-01-09 19:45:16
Avery,Pig,0,81,2019-01-09 19:45:16
Sauna,Cat,0,52,2019-01-09 19:45:16
Tree House,Chupacabra,0,46,2019-01-09 19:45:16
Dining Room,Aardvark,0,84,2019-01-09 19:45:16
Home Gym,Tiburon,8,7,2019-01-09 19:45:16
Sauna,Pig,0,88,2019-01-09 19:45:16
Tree House,Culebra,8,85,2019-01-09 19:45:16
Dining Room,Dog,0,69,2019-01-09 19:45:16
Dog House,Chupacabra,0,71,2019-01-09 19:45:16
Patio,Dog,8,76,2019-01-09 19:45:16
Kitchen,Horse,0,74,2019-01-09 19:45:16
Coat Room,Cat,0,5,2019-01-09 19:45:16
Den,Mule,0,43,2019-01-09 19:45:16
Abuelita's Studio,Mule,8,9,2019-01-09 19:45:16
Patio,Chupacabra,8,97,2019-01-09 19:45:16
Kitchen,Cat,8,0,2019-01-09 19:45:16
Closet,Rana,8,68,2019-01-09 19:45:16
Dog House,Weasle,8,13,2019-01-09 19:45:16
Coat Room,Tiburon,8,54,2019-01-09 19:45:16
Club House,Cat,8,36,2019-01-09 19:45:16
Kitchen,Chupacabra,0,43,2019-01-09 19:45:16
Dining Room,Tiburon,8,35,2019-01-09 19:45:16
Abuelita's Studio,Cat,0,37,2019-01-09 19:45:16
Tree House,Weasle,0,17,2019-01-09 19:45:16
Abuelita's Studio,Horse,8,54,2019-01-09 19:45:16
Den,Iguana,8,65,2019-01-09 19:45:16
Closet,Dog,0,38,2019-01-09 19:45:16
Room,Cat,8,73,2019-01-09 19:45:16
Den,Tiburon,0,58,2019-01-09 19:45:16
Sauna,Culebra,8,82,2019-01-09 19:45:16
Closet,Rana,0,54,2019-01-09 19:45:16
Avery,Mule,8,62,2019-01-09 19:45:16
Shower,Pig,8,20,2019-01-09 19:45:16
Room,Aardvark,0,93,2019-01-09 19:45:16
Sauna,Mariposa,8,31,2019-01-09 19:45:16
Coat Room,Dog,8,29,2019-01-09 19:45:16
Club House,Aardvark,0,67,2019-01-09 19:45:16
Kitchen,Chupacabra,8,99,2019-01-09 19:45:16
Sauna,Aardvark,0,65,2019-01-09 19:45:16
Club House,Weasle,0,87,2019-01-09 19:45:16
Coat Room,Weasle,0,91,2019-01-09 19:45:16
Abuelita's Studio,Dog,0,12,2019-01-09 19:45:16
Avery,Culebra,0,64,2019-01-09 19:45:16
Dining Room,Rana,0,39,2019-01-09 19:45:16
Room,Chupacabra,0,9,2019-01-09 19:45:16
Abuelita's Studio,Horse,0,49,2019-01-09 19:45:16
Patio,Weasle,8,73,2019-01-09 19:45:16
Coat Room,Chupacabra,0,11,2019-01-09 19:45:16
Home Gym,Rana,0,6,2019-01-09 19:45:16
Dog House,Iguana,8,32,2019-01-09 19:45:16
Tree House,Dog,8,17,2019-01-09 19:45:16
Room,Tiburon,0,78,2019-01-09 19:45:16
Tree House,Mariposa,0,89,2019-01-09 19:45:16
Room,Pig,8,79,2019-01-09 19:45:16
Sauna,Weasle,8,71,2019-01-09 19:45:16
Shower,Dog,0,56,2019-01-09 19:45:16
Shower,Tiburon,8,37,2019-01-09 19:45:16
Shower,Horse,8,50,2019-01-09 19:45:16
Den,Iguana,8,43,2019-01-09 19:45:16
Club House,Tiburon,8,17,2019-01-09 19:45:16
Home Gym,Weasle,0,13,2019-01-09 19:45:16
Home Gym,Aardvark,0,76,2019-01-09 19:45:16
Dog House,Rana,0,98,2019-01-09 19:45:16
Den,Culebra,0,86,2019-01-09 19:45:16
Avery,Cat,8,56,2019-01-09 19:45:16
Room,Mariposa,8,52,2019-01-09 19:45:16
Shower,Iguana,0,3,2019-01-09 19:45:16
Abuelita's Studio,Cat,0,20,2019-01-09 19:45:16
Shower,Mule,0,34,2019-01-09 19:45:16
Home Gym,Iguana,0,73,2019-01-09 19:45:16
Shower,Mule,8,72,2019-01-09 19:45:16
Dining Room,Chupacabra,8,72,2019-01-09 19:45:16
Coat Room,Pig,8,15,2019-01-09 19:45:16
Dog House,Aardvark,0,75,2019-01-09 19:45:16
Den,Rana,0,42,2019-01-09 19:45:16
Tree House,Iguana,8,30,2019-01-09 19:45:16
Room,Pig,0,14,2019-01-09 19:45:16
Avery,Dog,8,87,2019-01-09 19:45:16
Dog House,Chupacabra,8,97,2019-01-09 19:45:16
Den,Rana,8,63,2019-01-09 19:45:16
Dog House,Weasle,8,86,2019-01-09 19:45:16
Dog House,Chupacabra,8,93,2019-01-09 19:45:16
Dog House,Cat,0,63,2019-01-09 19:45:16
Kitchen,Mariposa,0,1,2019-01-09 19:45:16
Avery,Horse,8,2,2019-01-09 19:45:16
Tree House,Rana,8,45,2019-01-09 19:45:16
Sauna,Dog,0,90,2019-01-09 19:45:16
Dog House,Culebra,8,34,2019-01-09 19:45:16
Home Gym,Tiburon,0,18,2019-01-09 19:45:16
Dining Room,Weasle,0,26,2019-01-09 19:45:16
Avery,Aardvark,0,99,2019-01-09 19:45:16
Club House,Iguana,8,14,2019-01-09 19:45:16
Kitchen,Tiburon,0,68,2019-01-09 19:45:16
Room,Weasle,8,49,2019-01-09 19:45:16
Tree House,Dog,0,41,2019-01-09 19:45:16
Shower,Weasle,0,6,2019-01-09 19:45:16
Dog House,Horse,8,69,2019-01-09 19:45:16
Dining Room,Tiburon,0,55,2019-01-09 19:45:16
Den,Horse,0,12,2019-01-09 19:45:16
Dining Room,Culebra,8,52,2019-01-09 19:45:16
Dining Room,Weasle,0,47,2019-01-09 19:45:16
Coat Room,Chupacabra,8,12,2019-01-09 19:45:16
Room,Mariposa,0,2,2019-01-09 19:45:16
Den,Tiburon,0,62,2019-01-09 19:45:16
Den,Weasle,0,95,2019-01-09 19:45:16
Patio,Mariposa,8,0,2019-01-09 19:45:16
Tree House,Tiburon,8,97,2019-01-09 19:45:16
Club House,Tiburon,0,3,2019-01-09 19:45:16
Home Gym,Chupacabra,0,10,2019-01-09 19:45:16
Dining Room,Tiburon,0,89,2019-01-09 19:45:16
Dog House,Iguana,0,96,2019-01-09 19:45:16
Room,Rana,8,55,2019-01-09 19:45:16
Club House,Horse,8,86,2019-01-09 19:45:16
Closet,Dog,8,64,2019-01-09 19:45:16
Sauna,Weasle,0,57,2019-01-09 19:45:16
Abuelita's Studio,Chupacabra,8,51,2019-01-09 19:45:16
Closet,Mariposa,8,16,2019-01-09 19:45:16
Coat Room,Aardvark,0,24,2019-01-09 19:45:16
Home Gym,Aardvark,0,16,2019-01-09 19:45:16
Club House,Mule,0,12,2019-01-09 19:45:16
Avery,Tiburon,8,69,2019-01-09 19:45:16
Sauna,Mariposa,0,10,2019-01-09 19:45:16
Shower,Iguana,8,63,2019-01-09 19:45:16
Den,Cat,0,64,2019-01-09 19:45:16
Dog House,Chupacabra,0,11,2019-01-09 19:45:16
Kitchen,Dog,0,22,2019-01-09 19:45:16
Kitchen,Horse,0,95,2019-01-09 19:45:16
Patio,Weasle,0,9,2019-01-09 19:45:16
Patio,Culebra,8,90,2019-01-09 19:45:16
Club House,Horse,0,46,2019-01-09 19:45:16
Patio,Aardvark,0,76,2019-01-09 19:45:16
Coat Room,Tiburon,0,9,2019-01-09 19:45:16
